Categorie,Image_ID,Attaque_Complete,Type_Attaque,Intensite,Algorithme,Param_hash_size,Param_mode,Distance_Hamming,Similarite_Pct
landscapes,25,Compression_10,Compression,10,wHash,4,sym5,2,98.61111111111111
landscapes,25,Compression_10,Compression,10,wHash,4,coif1,2,96.875
landscapes,25,Compression_10,Compression,10,wHash,8,haar,0,100.0
landscapes,25,Compression_10,Compression,10,wHash,8,db4,8,95.91836734693878
landscapes,25,Compression_10,Compression,10,wHash,8,sym5,2,99.21875
landscapes,25,Compression_10,Compression,10,wHash,8,coif1,0,100.0
landscapes,25,Compression_10,Compression,10,wHash,16,haar,4,98.4375
landscapes,25,Compression_10,Compression,10,wHash,16,db4,2,99.58677685950413
landscapes,25,Compression_10,Compression,10,wHash,16,sym5,0,100.0
landscapes,25,Compression_10,Compression,10,wHash,16,coif1,2,99.5
landscapes,25,Compression_10,Compression,10,wHash,32,haar,38,96.2890625
landscapes,25,Compression_10,Compression,10,wHash,32,db4,10,99.30747922437673
landscapes,25,Compression_10,Compression,10,wHash,32,sym5,24,98.42209072978304
landscapes,25,Compression_10,Compression,10,wHash,32,coif1,12,99.07407407407408
landscapes,25,Resize_50,Resize,50,wHash,4,haar,0,100.0
landscapes,25,Resize_50,Resize,50,wHash,4,db4,6,94.0
landscapes,25,Resize_50,Resize,50,wHash,4,sym5,2,98.61111111111111
landscapes,25,Resize_50,Resize,50,wHash,4,coif1,0,100.0
landscapes,25,Resize_50,Resize,50,wHash,8,haar,0,100.0
landscapes,25,Resize_50,Resize,50,wHash,8,db4,10,94.89795918367346
landscapes,25,Resize_50,Resize,50,wHash,8,sym5,2,99.21875
landscapes,25,Resize_50,Resize,50,wHash,8,coif1,0,100.0
landscapes,25,Resize_50,Resize,50,wHash,16,haar,0,100.0
landscapes,25,Resize_50,Resize,50,wHash,16,db4,28,94.21487603305785
landscapes,25,Resize_50,Resize,50,wHash,16,coif1,8,98.0
landscapes,25,Resize_50,Resize,50,wHash,32,haar,4,99.609375
landscapes,25,Resize_75,Resize,75,wHash,4,haar,0,100.0
landscapes,25,Resize_75,Resize,75,wHash,4,db4,16,84.0
landscapes,25,Resize_75,Resize,75,wHash,4,sym5,12,91.66666666666667
landscapes,25,Resize_75,Resize,75,wHash,4,coif1,2,96.875
landscapes,25,Resize_75,Resize,75,wHash,8,haar,0,100.0
landscapes,25,Resize_75,Resize,75,wHash,8,db4,28,85.71428571428572
landscapes,25,Resize_75,Resize,75,wHash,8,coif1,4,97.22222222222223
landscapes,25,Resize_75,Resize,75,wHash,16,haar,0,100.0
landscapes,25,Resize_75,Resize,75,wHash,32,haar,4,99.609375
landscapes,25,Resize_90,Resize,90,wHash,4,haar,0,100.0
landscapes,25,Resize_90,Resize,90,wHash,4,db4,20,80.0
landscapes,25,Resize_90,Resize,90,wHash,4,coif1,8,87.5
landscapes,25,Resize_90,Resize,90,wHash,8,haar,0,100.0
landscapes,25,Resize_90,Resize,90,wHash,16,haar,0,100.0
landscapes,25,Resize_90,Resize,90,wHash,32,haar,18,98.2421875
landscapes,25,Downscale_50,Downscale,50,wHash,4,haar,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,4,db4,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,4,sym5,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,4,coif1,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,8,haar,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,8,db4,2,98.9795918367347
landscapes,25,Downscale_50,Downscale,50,wHash,8,sym5,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,8,coif1,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,16,haar,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,16,db4,2,99.58677685950413
landscapes,25,Downscale_50,Downscale,50,wHash,16,sym5,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,16,coif1,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,32,haar,6,99.4140625
landscapes,25,Downscale_50,Downscale,50,wHash,32,db4,2,99.86149584487535
landscapes,25,Downscale_50,Downscale,50,wHash,32,sym5,0,100.0
landscapes,25,Downscale_50,Downscale,50,wHash,32,coif1,2,99.84567901234568
landscapes,25,Downscale_75,Downscale,75,wHash,4,haar,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,4,db4,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,4,sym5,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,4,coif1,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,8,haar,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,8,db4,2,98.9795918367347
landscapes,25,Downscale_75,Downscale,75,wHash,8,sym5,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,8,coif1,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,16,haar,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,16,db4,2,99.58677685950413
landscapes,25,Downscale_75,Downscale,75,wHash,16,sym5,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,16,coif1,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,32,haar,8,99.21875
landscapes,25,Downscale_75,Downscale,75,wHash,32,db4,8,99.44598337950139
landscapes,25,Downscale_75,Downscale,75,wHash,32,sym5,0,100.0
landscapes,25,Downscale_75,Downscale,75,wHash,32,coif1,2,99.84567901234568
landscapes,25,Downscale_90,Downscale,90,wHash,4,haar,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,4,db4,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,4,sym5,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,4,coif1,2,96.875
landscapes,25,Downscale_90,Downscale,90,wHash,8,haar,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,8,db4,2,98.9795918367347
landscapes,25,Downscale_90,Downscale,90,wHash,8,sym5,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,8,coif1,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,16,haar,2,99.21875
landscapes,25,Downscale_90,Downscale,90,wHash,16,db4,2,99.58677685950413
landscapes,25,Downscale_90,Downscale,90,wHash,16,sym5,0,100.0
landscapes,25,Downscale_90,Downscale,90,wHash,16,coif1,2,99.5
landscapes,25,Downscale_90,Downscale,90,wHash,32,haar,16,98.4375
landscapes,25,Downscale_90,Downscale,90,wHash,32,db4,16,98.89196675900277
landscapes,25,Downscale_90,Downscale,90,wHash,32,sym5,8,99.47403024326101
landscapes,25,Downscale_90,Downscale,90,wHash,32,coif1,14,98.91975308641975
landscapes,25,Occlusion_10,Occlusion,10,wHash,4,haar,2,87.5
landscapes,25,Occlusion_10,Occlusion,10,wHash,4,db4,4,96.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,4,sym5,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,4,coif1,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,8,haar,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,8,db4,2,98.9795918367347
landscapes,25,Occlusion_10,Occlusion,10,wHash,8,sym5,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,8,coif1,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,16,haar,12,95.3125
landscapes,25,Occlusion_10,Occlusion,10,wHash,16,db4,4,99.17355371900827
landscapes,25,Occlusion_10,Occlusion,10,wHash,16,sym5,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,16,coif1,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,32,haar,0,100.0
landscapes,25,Occlusion_10,Occlusion,10,wHash,32,db4,10,99.30747922437673
landscapes,25,Occlusion_10,Occlusion,10,wHash,32,sym5,6,99.60552268244577
landscapes,25,Occlusion_10,Occlusion,10,wHash,32,coif1,0,100.0
landscapes,25,Occlusion_25,Occlusion,25,wHash,4,haar,2,87.5
landscapes,25,Occlusion_25,Occlusion,25,wHash,4,db4,6,94.0
landscapes,25,Occlusion_25,Occlusion,25,wHash,4,sym5,2,98.61111111111111
landscapes,25,Occlusion_25,Occlusion,25,wHash,4,coif1,4,93.75
landscapes,25,Occlusion_25,Occlusion,25,wHash,8,haar,8,87.5
landscapes,25,Occlusion_25,Occlusion,25,wHash,8,db4,6,96.93877551020408
landscapes,25,Occlusion_25,Occlusion,25,wHash,8,sym5,6,97.65625
landscapes,25,Occlusion_25,Occlusion,25,wHash,8,coif1,8,94.44444444444444
landscapes,25,Occlusion_25,Occlusion,25,wHash,16,haar,32,87.5
landscapes,25,Occlusion_25,Occlusion,25,wHash,16,db4,16,96.69421487603306
landscapes,25,Occlusion_25,Occlusion,25,wHash,16,sym5,34,94.09722222222223
landscapes,25,Occlusion_25,Occlusion,25,wHash,16,coif1,36,91.0
landscapes,25,Occlusion_25,Occlusion,25,wHash,32,haar,110,89.2578125
landscapes,25,Occlusion_25,Occlusion,25,wHash,32,db4,86,94.04432132963989
landscapes,25,Occlusion_25,Occlusion,25,wHash,32,sym5,108,92.89940828402366
landscapes,25,Occlusion_25,Occlusion,25,wHash,32,coif1,112,91.35802469135803
landscapes,25,Occlusion_50,Occlusion,50,wHash,4,haar,4,75.0
landscapes,25,Occlusion_50,Occlusion,50,wHash,4,db4,6,94.0
landscapes,25,Occlusion_50,Occlusion,50,wHash,4,sym5,8,94.44444444444444
landscapes,25,Occlusion_50,Occlusion,50,wHash,4,coif1,6,90.625
landscapes,25,Occlusion_50,Occlusion,50,wHash,8,haar,24,62.5
landscapes,25,Occlusion_50,Occlusion,50,wHash,8,db4,24,87.75510204081633
landscapes,25,Occlusion_50,Occlusion,50,wHash,8,sym5,18,92.96875
landscapes,25,Occlusion_50,Occlusion,50,wHash,8,coif1,18,87.5
landscapes,25,Occlusion_50,Occlusion,50,wHash,16,haar,86,66.40625
landscapes,25,Occlusion_50,Occlusion,50,wHash,16,db4,68,85.9504132231405
landscapes,25,Occlusion_50,Occlusion,50,wHash,16,sym5,88,84.72222222222223
landscapes,25,Occlusion_50,Occlusion,50,wHash,16,coif1,76,81.0
landscapes,25,Occlusion_50,Occlusion,50,wHash,32,haar,346,66.2109375
landscapes,25,Occlusion_50,Occlusion,50,wHash,32,db4,316,78.11634349030471
landscapes,25,Occlusion_50,Occlusion,50,wHash,32,sym5,354,76.7258382642998
landscapes,25,Occlusion_50,Occlusion,50,wHash,32,coif1,352,72.8395061728395
landscapes,25,Occlusion_75,Occlusion,75,wHash,4,haar,4,75.0
landscapes,25,Occlusion_75,Occlusion,75,wHash,4,db4,12,88.0
landscapes,25,Occlusion_75,Occlusion,75,wHash,4,sym5,16,88.88888888888889
landscapes,25,Occlusion_75,Occlusion,75,wHash,4,coif1,14,78.125
landscapes,25,Occlusion_75,Occlusion,75,wHash,8,haar,24,62.5
landscapes,25,Occlusion_75,Occlusion,75,wHash,8,db4,40,79.59183673469389
landscapes,25,Occlusion_75,Occlusion,75,wHash,8,sym5,30,88.28125
landscapes,25,Occlusion_75,Occlusion,75,wHash,8,coif1,28,80.55555555555556
landscapes,25,Occlusion_75,Occlusion,75,wHash,16,haar,92,64.0625
landscapes,25,Occlusion_75,Occlusion,75,wHash,16,db4,116,76.03305785123968
landscapes,25,Occlusion_75,Occlusion,75,wHash,16,sym5,176,69.44444444444444
landscapes,25,Occlusion_75,Occlusion,75,wHash,16,coif1,162,59.5
landscapes,25,Occlusion_75,Occlusion,75,wHash,32,haar,360,64.84375
landscapes,25,Occlusion_75,Occlusion,75,wHash,32,db4,524,63.711911357340725
landscapes,25,Occlusion_75,Occlusion,75,wHash,32,sym5,658,56.73898750821827
landscapes,25,Occlusion_75,Occlusion,75,wHash,32,coif1,525,59.49074074074074
landscapes,26,Original,Original,0,wHash,4,haar,0,100.0
landscapes,26,Original,Original,0,wHash,4,db4,0,100.0
landscapes,26,Original,Original,0,wHash,4,sym5,0,100.0
landscapes,26,Original,Original,0,wHash,4,coif1,0,100.0
landscapes,26,Original,Original,0,wHash,8,haar,0,100.0
landscapes,26,Original,Original,0,wHash,8,db4,0,100.0
landscapes,26,Original,Original,0,wHash,8,sym5,0,100.0
landscapes,26,Original,Original,0,wHash,8,coif1,0,100.0
landscapes,26,Original,Original,0,wHash,16,haar,0,100.0
landscapes,26,Original,Original,0,wHash,16,db4,0,100.0
landscapes,26,Original,Original,0,wHash,16,sym5,0,100.0
landscapes,26,Original,Original,0,wHash,16,coif1,0,100.0
landscapes,26,Original,Original,0,wHash,32,haar,0,100.0
landscapes,26,Original,Original,0,wHash,32,db4,0,100.0
landscapes,26,Original,Original,0,wHash,32,sym5,0,100.0
landscapes,26,Original,Original,0,wHash,32,coif1,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,4,haar,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,4,db4,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,4,sym5,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,4,coif1,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,8,haar,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,8,db4,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,8,sym5,2,99.21875
landscapes,26,Compression_90,Compression,90,wHash,8,coif1,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,16,haar,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,16,db4,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,16,sym5,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,16,coif1,2,99.5
landscapes,26,Compression_90,Compression,90,wHash,32,haar,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,32,db4,2,99.86149584487535
landscapes,26,Compression_90,Compression,90,wHash,32,sym5,0,100.0
landscapes,26,Compression_90,Compression,90,wHash,32,coif1,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,4,haar,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,4,db4,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,4,sym5,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,4,coif1,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,8,haar,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,8,db4,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,8,sym5,2,99.21875
landscapes,26,Compression_75,Compression,75,wHash,8,coif1,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,16,haar,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,16,db4,0,100.0
landscapes,26,Compression_75,Compression,75,wHash,16,sym5,2,99.65277777777777
landscapes,26,Compression_75,Compression,75,wHash,16,coif1,4,99.0
landscapes,26,Compression_75,Compression,75,wHash,32,haar,2,99.8046875
landscapes,26,Compression_75,Compression,75,wHash,32,db4,2,99.86149584487535
landscapes,26,Compression_75,Compression,75,wHash,32,sym5,6,99.60552268244577
landscapes,26,Compression_75,Compression,75,wHash,32,coif1,4,99.69135802469135
landscapes,26,Compression_50,Compression,50,wHash,4,haar,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,4,db4,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,4,sym5,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,4,coif1,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,8,haar,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,8,db4,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,8,sym5,4,98.4375
landscapes,26,Compression_50,Compression,50,wHash,8,coif1,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,16,haar,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,16,db4,0,100.0
landscapes,26,Compression_50,Compression,50,wHash,16,sym5,2,99.65277777777777
landscapes,26,Compression_50,Compression,50,wHash,16,coif1,4,99.0
landscapes,26,Compression_50,Compression,50,wHash,32,haar,2,99.8046875
landscapes,26,Compression_50,Compression,50,wHash,32,db4,4,99.7229916897507
landscapes,26,Compression_50,Compression,50,wHash,32,sym5,6,99.60552268244577
landscapes,26,Compression_50,Compression,50,wHash,32,coif1,8,99.38271604938272
landscapes,26,Compression_25,Compression,25,wHash,4,haar,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,4,db4,2,98.0
landscapes,26,Compression_25,Compression,25,wHash,4,sym5,2,98.61111111111111
landscapes,26,Compression_25,Compression,25,wHash,4,coif1,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,8,haar,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,8,db4,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,8,sym5,18,92.96875
landscapes,26,Compression_25,Compression,25,wHash,8,coif1,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,16,haar,0,100.0
landscapes,26,Compression_25,Compression,25,wHash,16,db4,2,99.58677685950413
landscapes,26,Compression_25,Compression,25,wHash,16,sym5,8,98.61111111111111
landscapes,26,Compression_25,Compression,25,wHash,16,coif1,6,98.5
landscapes,26,Compression_25,Compression,25,wHash,32,haar,4,99.609375
landscapes,26,Compression_25,Compression,25,wHash,32,db4,8,99.44598337950139
landscapes,26,Compression_25,Compression,25,wHash,32,sym5,14,99.07955292570678
landscapes,26,Compression_25,Compression,25,wHash,32,coif1,12,99.07407407407408
landscapes,26,Compression_10,Compression,10,wHash,4,haar,0,100.0
landscapes,26,Compression_10,Compression,10,wHash,4,db4,0,100.0
landscapes,26,Compression_10,Compression,10,wHash,4,sym5,4,97.22222222222223
landscapes,26,Compression_10,Compression,10,wHash,4,coif1,0,100.0
landscapes,26,Compression_10,Compression,10,wHash,8,haar,0,100.0
landscapes,26,Compression_10,Compression,10,wHash,8,db4,0,100.0
landscapes,26,Compression_10,Compression,10,wHash,8,sym5,12,95.3125
landscapes,26,Compression_10,Compression,10,wHash,8,coif1,2,98.61111111111111
landscapes,26,Compression_10,Compression,10,wHash,16,haar,2,99.21875
landscapes,26,Compression_10,Compression,10,wHash,16,db4,4,99.17355371900827
landscapes,26,Compression_10,Compression,10,wHash,16,sym5,26,95.48611111111111
landscapes,26,Compression_10,Compression,10,wHash,16,coif1,6,98.5
landscapes,26,Compression_10,Compression,10,wHash,32,haar,12,98.828125
landscapes,26,Compression_10,Compression,10,wHash,32,db4,16,98.89196675900277
landscapes,26,Compression_10,Compression,10,wHash,32,sym5,46,96.97567389875083
landscapes,26,Compression_10,Compression,10,wHash,32,coif1,16,98.76543209876543
landscapes,26,Resize_50,Resize,50,wHash,4,haar,0,100.0
landscapes,26,Resize_50,Resize,50,wHash,4,db4,0,100.0
landscapes,26,Resize_50,Resize,50,wHash,4,sym5,6,95.83333333333333
landscapes,26,Resize_50,Resize,50,wHash,4,coif1,2,96.875
landscapes,26,Resize_50,Resize,50,wHash,8,haar,0,100.0
landscapes,26,Resize_50,Resize,50,wHash,8,db4,14,92.85714285714286
landscapes,26,Resize_50,Resize,50,wHash,8,sym5,18,92.96875
landscapes,26,Resize_50,Resize,50,wHash,8,coif1,6,95.83333333333333
landscapes,26,Resize_50,Resize,50,wHash,16,haar,0,100.0
landscapes,26,Resize_50,Resize,50,wHash,16,db4,34,92.97520661157024
landscapes,26,Resize_50,Resize,50,wHash,16,coif1,18,95.5
landscapes,26,Resize_50,Resize,50,wHash,32,haar,2,99.8046875
landscapes,26,Resize_75,Resize,75,wHash,4,haar,0,100.0
landscapes,26,Resize_75,Resize,75,wHash,4,db4,4,96.0
landscapes,26,Resize_75,Resize,75,wHash,4,sym5,20,86.11111111111111
landscapes,26,Resize_75,Resize,75,wHash,4,coif1,2,96.875
landscapes,26,Resize_75,Resize,75,wHash,8,haar,0,100.0
landscapes,26,Resize_75,Resize,75,wHash,8,db4,24,87.75510204081633
landscapes,26,Resize_75,Resize,75,wHash,8,coif1,14,90.27777777777777
landscapes,26,Resize_75,Resize,75,wHash,16,haar,0,100.0
landscapes,26,Resize_75,Resize,75,wHash,32,haar,4,99.609375
landscapes,26,Resize_90,Resize,90,wHash,4,haar,0,100.0
landscapes,26,Resize_90,Resize,90,wHash,4,db4,6,94.0
landscapes,26,Resize_90,Resize,90,wHash,4,coif1,4,93.75
landscapes,26,Resize_90,Resize,90,wHash,8,haar,0,100.0
landscapes,26,Resize_90,Resize,90,wHash,16,haar,2,99.21875
landscapes,26,Resize_90,Resize,90,wHash,32,haar,10,99.0234375
landscapes,26,Downscale_50,Downscale,50,wHash,4,haar,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,4,db4,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,4,sym5,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,4,coif1,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,8,haar,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,8,db4,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,8,sym5,2,99.21875
landscapes,26,Downscale_50,Downscale,50,wHash,8,coif1,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,16,haar,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,16,db4,0,100.0
landscapes,26,Downscale_50,Downscale,50,wHash,16,sym5,4,99.30555555555556
landscapes,26,Downscale_50,Downscale,50,wHash,16,coif1,2,99.5
landscapes,26,Downscale_50,Downscale,50,wHash,32,haar,2,99.8046875
landscapes,26,Downscale_50,Downscale,50,wHash,32,db4,4,99.7229916897507
landscapes,26,Downscale_50,Downscale,50,wHash,32,sym5,2,99.86850756081526
landscapes,26,Downscale_50,Downscale,50,wHash,32,coif1,4,99.69135802469135
landscapes,26,Downscale_75,Downscale,75,wHash,4,haar,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,4,db4,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,4,sym5,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,4,coif1,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,8,haar,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,8,db4,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,8,sym5,8,96.875
landscapes,26,Downscale_75,Downscale,75,wHash,8,coif1,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,16,haar,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,16,db4,0,100.0
landscapes,26,Downscale_75,Downscale,75,wHash,16,sym5,2,99.65277777777777
landscapes,26,Downscale_75,Downscale,75,wHash,16,coif1,2,99.5
landscapes,26,Downscale_75,Downscale,75,wHash,32,haar,2,99.8046875
landscapes,26,Downscale_75,Downscale,75,wHash,32,db4,6,99.58448753462604
landscapes,26,Downscale_75,Downscale,75,wHash,32,sym5,4,99.7370151216305
landscapes,26,Downscale_75,Downscale,75,wHash,32,coif1,8,99.38271604938272
landscapes,26,Downscale_90,Downscale,90,wHash,4,haar,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,4,db4,2,98.0
landscapes,26,Downscale_90,Downscale,90,wHash,4,sym5,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,4,coif1,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,8,haar,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,8,db4,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,8,sym5,12,95.3125
landscapes,26,Downscale_90,Downscale,90,wHash,8,coif1,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,16,haar,0,100.0
landscapes,26,Downscale_90,Downscale,90,wHash,16,db4,2,99.58677685950413
landscapes,26,Downscale_90,Downscale,90,wHash,16,sym5,10,98.26388888888889
landscapes,26,Downscale_90,Downscale,90,wHash,16,coif1,4,99.0
landscapes,26,Downscale_90,Downscale,90,wHash,32,haar,14,98.6328125
landscapes,26,Downscale_90,Downscale,90,wHash,32,db4,26,98.1994459833795
landscapes,26,Downscale_90,Downscale,90,wHash,32,sym5,18,98.81656804733728
landscapes,26,Downscale_90,Downscale,90,wHash,32,coif1,18,98.61111111111111
landscapes,26,Occlusion_10,Occlusion,10,wHash,4,haar,4,75.0
landscapes,26,Occlusion_10,Occlusion,10,wHash,4,db4,4,96.0
landscapes,26,Occlusion_10,Occlusion,10,wHash,4,sym5,4,97.22222222222223
landscapes,26,Occlusion_10,Occlusion,10,wHash,4,coif1,4,93.75
landscapes,26,Occlusion_10,Occlusion,10,wHash,8,haar,12,81.25
landscapes,26,Occlusion_10,Occlusion,10,wHash,8,db4,6,96.93877551020408
landscapes,26,Occlusion_10,Occlusion,10,wHash,8,sym5,8,96.875
landscapes,26,Occlusion_10,Occlusion,10,wHash,8,coif1,6,95.83333333333333
landscapes,26,Occlusion_10,Occlusion,10,wHash,16,haar,36,85.9375
landscapes,26,Occlusion_10,Occlusion,10,wHash,16,db4,36,92.56198347107438
landscapes,26,Occlusion_10,Occlusion,10,wHash,16,sym5,30,94.79166666666667
landscapes,26,Occlusion_10,Occlusion,10,wHash,16,coif1,32,92.0
landscapes,26,Occlusion_10,Occlusion,10,wHash,32,haar,104,89.84375
landscapes,26,Occlusion_10,Occlusion,10,wHash,32,db4,120,91.68975069252078
landscapes,26,Occlusion_10,Occlusion,10,wHash,32,sym5,118,92.24194608809994
landscapes,26,Occlusion_10,Occlusion,10,wHash,32,coif1,104,91.9753086419753
landscapes,26,Occlusion_25,Occlusion,25,wHash,4,haar,4,75.0
landscapes,26,Occlusion_25,Occlusion,25,wHash,4,db4,6,94.0
landscapes,26,Occlusion_25,Occlusion,25,wHash,4,sym5,10,93.05555555555556
landscapes,26,Occlusion_25,Occlusion,25,wHash,4,coif1,6,90.625
landscapes,26,Occlusion_25,Occlusion,25,wHash,8,haar,14,78.125
landscapes,26,Occlusion_25,Occlusion,25,wHash,8,db4,18,90.81632653061224
landscapes,26,Occlusion_25,Occlusion,25,wHash,8,sym5,24,90.625
landscapes,26,Occlusion_25,Occlusion,25,wHash,8,coif1,16,88.88888888888889
landscapes,26,Occlusion_25,Occlusion,25,wHash,16,haar,54,78.90625
landscapes,26,Occlusion_25,Occlusion,25,wHash,16,db4,58,88.01652892561984
landscapes,26,Occlusion_25,Occlusion,25,wHash,16,sym5,52,90.97222222222223
landscapes,26,Occlusion_25,Occlusion,25,wHash,16,coif1,54,86.5
landscapes,26,Occlusion_25,Occlusion,25,wHash,32,haar,208,79.6875
landscapes,26,Occlusion_25,Occlusion,25,wHash,32,db4,240,83.37950138504155
landscapes,26,Occlusion_25,Occlusion,25,wHash,32,sym5,196,87.11374095989481
landscapes,26,Occlusion_25,Occlusion,25,wHash,32,coif1,222,82.87037037037037
landscapes,26,Occlusion_50,Occlusion,50,wHash,4,haar,4,75.0
landscapes,26,Occlusion_50,Occlusion,50,wHash,4,db4,6,94.0
landscapes,26,Occlusion_50,Occlusion,50,wHash,4,sym5,8,94.44444444444444
landscapes,26,Occlusion_50,Occlusion,50,wHash,4,coif1,6,90.625
landscapes,26,Occlusion_50,Occlusion,50,wHash,8,haar,28,56.25
landscapes,26,Occlusion_50,Occlusion,50,wHash,8,db4,32,83.6734693877551
landscapes,26,Occlusion_50,Occlusion,50,wHash,8,sym5,36,85.9375
landscapes,26,Occlusion_50,Occlusion,50,wHash,8,coif1,34,76.38888888888889
landscapes,26,Occlusion_50,Occlusion,50,wHash,16,haar,98,61.71875
landscapes,26,Occlusion_50,Occlusion,50,wHash,16,db4,122,74.79338842975207
landscapes,26,Occlusion_50,Occlusion,50,wHash,16,sym5,90,84.375
landscapes,26,Occlusion_50,Occlusion,50,wHash,16,coif1,104,74.0
landscapes,26,Occlusion_50,Occlusion,50,wHash,32,haar,410,59.9609375
landscapes,26,Occlusion_50,Occlusion,50,wHash,32,db4,466,67.72853185595568
landscapes,26,Occlusion_50,Occlusion,50,wHash,32,sym5,422,72.25509533201841
