Categorie,Image_ID,Attaque_Complete,Type_Attaque,Intensite,Algorithme,Param_hash_size,Param_mode,Distance_Hamming,Similarite_Pct
logos,6,Downscale_50,Downscale,50,wHash,8,sym5,0,100.0
logos,6,Downscale_50,Downscale,50,wHash,8,coif1,2,98.61111111111111
logos,6,Downscale_50,Downscale,50,wHash,16,haar,19,92.578125
logos,6,Downscale_50,Downscale,50,wHash,16,db4,88,81.81818181818181
logos,6,Downscale_50,Downscale,50,wHash,16,sym5,4,99.30555555555556
logos,6,Downscale_50,Downscale,50,wHash,16,coif1,76,81.0
logos,6,Downscale_50,Downscale,50,wHash,32,haar,313,69.43359375
logos,6,Downscale_50,Downscale,50,wHash,32,db4,350,75.76177285318559
logos,6,Downscale_50,Downscale,50,wHash,32,sym5,197,87.04799474030243
logos,6,Downscale_50,Downscale,50,wHash,32,coif1,352,72.8395061728395
logos,6,Downscale_75,Downscale,75,wHash,4,haar,0,100.0
logos,6,Downscale_75,Downscale,75,wHash,4,db4,4,96.0
logos,6,Downscale_75,Downscale,75,wHash,4,sym5,2,98.61111111111111
logos,6,Downscale_75,Downscale,75,wHash,4,coif1,0,100.0
logos,6,Downscale_75,Downscale,75,wHash,8,haar,0,100.0
logos,6,Downscale_75,Downscale,75,wHash,8,db4,2,98.9795918367347
logos,6,Downscale_75,Downscale,75,wHash,8,sym5,4,98.4375
logos,6,Downscale_75,Downscale,75,wHash,8,coif1,2,98.61111111111111
logos,6,Downscale_75,Downscale,75,wHash,16,haar,8,96.875
logos,6,Downscale_75,Downscale,75,wHash,16,db4,55,88.63636363636364
logos,6,Downscale_75,Downscale,75,wHash,16,sym5,10,98.26388888888889
logos,6,Downscale_75,Downscale,75,wHash,16,coif1,40,90.0
logos,6,Downscale_75,Downscale,75,wHash,32,haar,148,85.546875
logos,6,Downscale_75,Downscale,75,wHash,32,db4,211,85.38781163434903
logos,6,Downscale_75,Downscale,75,wHash,32,sym5,107,92.96515450361605
logos,6,Downscale_75,Downscale,75,wHash,32,coif1,231,82.17592592592592
logos,6,Downscale_90,Downscale,90,wHash,4,haar,0,100.0
logos,6,Downscale_90,Downscale,90,wHash,4,db4,6,94.0
logos,6,Downscale_90,Downscale,90,wHash,4,sym5,4,97.22222222222223
logos,6,Downscale_90,Downscale,90,wHash,4,coif1,0,100.0
logos,6,Downscale_90,Downscale,90,wHash,8,haar,0,100.0
logos,6,Downscale_90,Downscale,90,wHash,8,db4,10,94.89795918367346
logos,6,Downscale_90,Downscale,90,wHash,8,sym5,6,97.65625
logos,6,Downscale_90,Downscale,90,wHash,8,coif1,10,93.05555555555556
logos,6,Downscale_90,Downscale,90,wHash,16,haar,14,94.53125
logos,6,Downscale_90,Downscale,90,wHash,16,db4,109,77.47933884297521
logos,6,Downscale_90,Downscale,90,wHash,16,sym5,46,92.01388888888889
logos,6,Downscale_90,Downscale,90,wHash,16,coif1,78,80.5
logos,6,Downscale_90,Downscale,90,wHash,32,haar,155,84.86328125
logos,6,Downscale_90,Downscale,90,wHash,32,db4,312,78.39335180055402
logos,6,Downscale_90,Downscale,90,wHash,32,sym5,278,81.72255095332018
logos,6,Downscale_90,Downscale,90,wHash,32,coif1,346,73.30246913580247
logos,6,Occlusion_10,Occlusion,10,wHash,4,haar,0,100.0
logos,6,Occlusion_10,Occlusion,10,wHash,4,db4,12,88.0
logos,6,Occlusion_10,Occlusion,10,wHash,4,sym5,10,93.05555555555556
logos,6,Occlusion_10,Occlusion,10,wHash,4,coif1,4,93.75
logos,6,Occlusion_10,Occlusion,10,wHash,8,haar,4,93.75
logos,6,Occlusion_10,Occlusion,10,wHash,8,db4,6,96.93877551020408
logos,6,Occlusion_10,Occlusion,10,wHash,8,sym5,12,95.3125
logos,6,Occlusion_10,Occlusion,10,wHash,8,coif1,2,98.61111111111111
logos,6,Occlusion_10,Occlusion,10,wHash,16,haar,4,98.4375
logos,6,Occlusion_10,Occlusion,10,wHash,16,db4,101,79.13223140495867
logos,6,Occlusion_10,Occlusion,10,wHash,16,sym5,16,97.22222222222223
logos,6,Occlusion_10,Occlusion,10,wHash,16,coif1,113,71.75
logos,6,Occlusion_10,Occlusion,10,wHash,32,haar,115,88.76953125
logos,6,Occlusion_10,Occlusion,10,wHash,32,db4,429,70.29085872576178
logos,6,Occlusion_10,Occlusion,10,wHash,32,sym5,103,93.22813938198554
logos,6,Occlusion_10,Occlusion,10,wHash,32,coif1,439,66.12654320987654
logos,6,Occlusion_25,Occlusion,25,wHash,4,haar,2,87.5
logos,6,Occlusion_25,Occlusion,25,wHash,4,db4,16,84.0
logos,6,Occlusion_25,Occlusion,25,wHash,4,sym5,38,73.61111111111111
logos,6,Occlusion_25,Occlusion,25,wHash,4,coif1,8,87.5
logos,6,Occlusion_25,Occlusion,25,wHash,8,haar,4,93.75
logos,6,Occlusion_25,Occlusion,25,wHash,8,db4,32,83.6734693877551
logos,6,Occlusion_25,Occlusion,25,wHash,8,sym5,48,81.25
logos,6,Occlusion_25,Occlusion,25,wHash,8,coif1,14,90.27777777777777
logos,6,Occlusion_25,Occlusion,25,wHash,16,haar,25,90.234375
logos,6,Occlusion_25,Occlusion,25,wHash,16,db4,75,84.50413223140495
logos,6,Occlusion_25,Occlusion,25,wHash,16,sym5,60,89.58333333333333
logos,6,Occlusion_25,Occlusion,25,wHash,16,coif1,98,75.5
logos,6,Occlusion_25,Occlusion,25,wHash,32,haar,133,87.01171875
logos,6,Occlusion_25,Occlusion,25,wHash,32,db4,412,71.46814404432133
logos,6,Occlusion_25,Occlusion,25,wHash,32,sym5,208,86.32478632478632
logos,6,Occlusion_25,Occlusion,25,wHash,32,coif1,461,64.42901234567901
logos,6,Occlusion_50,Occlusion,50,wHash,4,haar,4,75.0
logos,6,Occlusion_50,Occlusion,50,wHash,4,db4,42,58.0
logos,6,Occlusion_50,Occlusion,50,wHash,4,sym5,32,77.77777777777777
logos,6,Occlusion_50,Occlusion,50,wHash,4,coif1,24,62.5
logos,6,Occlusion_50,Occlusion,50,wHash,8,haar,20,68.75
logos,6,Occlusion_50,Occlusion,50,wHash,8,db4,70,64.28571428571428
logos,6,Occlusion_50,Occlusion,50,wHash,8,sym5,70,72.65625
logos,6,Occlusion_50,Occlusion,50,wHash,8,coif1,38,73.61111111111111
logos,6,Occlusion_50,Occlusion,50,wHash,16,haar,67,73.828125
logos,6,Occlusion_50,Occlusion,50,wHash,16,db4,160,66.94214876033058
logos,6,Occlusion_50,Occlusion,50,wHash,16,sym5,136,76.38888888888889
logos,6,Occlusion_50,Occlusion,50,wHash,16,coif1,144,64.0
logos,6,Occlusion_50,Occlusion,50,wHash,32,haar,226,77.9296875
logos,6,Occlusion_50,Occlusion,50,wHash,32,db4,486,66.34349030470915
logos,6,Occlusion_50,Occlusion,50,wHash,32,sym5,388,74.4904667981591
logos,6,Occlusion_50,Occlusion,50,wHash,32,coif1,475,63.348765432098766
logos,6,Occlusion_75,Occlusion,75,wHash,4,haar,6,62.5
logos,6,Occlusion_75,Occlusion,75,wHash,4,db4,44,56.0
logos,6,Occlusion_75,Occlusion,75,wHash,4,sym5,58,59.72222222222222
logos,6,Occlusion_75,Occlusion,75,wHash,4,coif1,25,60.9375
logos,6,Occlusion_75,Occlusion,75,wHash,8,haar,19,70.3125
logos,6,Occlusion_75,Occlusion,75,wHash,8,db4,71,63.775510204081634
logos,6,Occlusion_75,Occlusion,75,wHash,8,sym5,78,69.53125
logos,6,Occlusion_75,Occlusion,75,wHash,8,coif1,50,65.27777777777777
logos,6,Occlusion_75,Occlusion,75,wHash,16,haar,62,75.78125
logos,6,Occlusion_75,Occlusion,75,wHash,16,db4,178,63.22314049586777
logos,6,Occlusion_75,Occlusion,75,wHash,16,sym5,158,72.56944444444444
logos,6,Occlusion_75,Occlusion,75,wHash,16,coif1,156,61.0
logos,6,Occlusion_75,Occlusion,75,wHash,32,haar,219,78.61328125
logos,6,Occlusion_75,Occlusion,75,wHash,32,db4,575,60.18005540166205
logos,6,Occlusion_75,Occlusion,75,wHash,32,sym5,459,69.82248520710058
logos,6,Occlusion_75,Occlusion,75,wHash,32,coif1,536,58.641975308641975
logos,7,Original,Original,0,wHash,4,haar,0,100.0
logos,7,Original,Original,0,wHash,4,db4,0,100.0
logos,7,Original,Original,0,wHash,4,sym5,0,100.0
logos,7,Original,Original,0,wHash,4,coif1,0,100.0
logos,7,Original,Original,0,wHash,8,haar,0,100.0
logos,7,Original,Original,0,wHash,8,db4,0,100.0
logos,7,Original,Original,0,wHash,8,sym5,0,100.0
logos,7,Original,Original,0,wHash,8,coif1,0,100.0
logos,7,Original,Original,0,wHash,16,haar,0,100.0
logos,7,Original,Original,0,wHash,16,db4,0,100.0
logos,7,Original,Original,0,wHash,16,sym5,0,100.0
logos,7,Original,Original,0,wHash,16,coif1,0,100.0
logos,7,Original,Original,0,wHash,32,haar,0,100.0
logos,7,Original,Original,0,wHash,32,db4,0,100.0
logos,7,Original,Original,0,wHash,32,sym5,0,100.0
logos,7,Original,Original,0,wHash,32,coif1,0,100.0
logos,7,Compression_90,Compression,90,wHash,4,haar,0,100.0
logos,7,Compression_90,Compression,90,wHash,4,db4,0,100.0
logos,7,Compression_90,Compression,90,wHash,4,sym5,0,100.0
logos,7,Compression_90,Compression,90,wHash,4,coif1,2,96.875
logos,7,Compression_90,Compression,90,wHash,8,haar,4,93.75
logos,7,Compression_90,Compression,90,wHash,8,db4,2,98.9795918367347
logos,7,Compression_90,Compression,90,wHash,8,sym5,2,99.21875
logos,7,Compression_90,Compression,90,wHash,8,coif1,1,99.30555555555556
logos,7,Compression_90,Compression,90,wHash,16,haar,80,68.75
logos,7,Compression_90,Compression,90,wHash,16,db4,25,94.83471074380165
logos,7,Compression_90,Compression,90,wHash,16,sym5,2,99.65277777777777
logos,7,Compression_90,Compression,90,wHash,16,coif1,9,97.75
logos,7,Compression_90,Compression,90,wHash,32,haar,337,67.08984375
logos,7,Compression_90,Compression,90,wHash,32,db4,374,74.09972299168975
logos,7,Compression_90,Compression,90,wHash,32,sym5,72,95.26627218934911
logos,7,Compression_90,Compression,90,wHash,32,coif1,132,89.81481481481481
logos,7,Compression_75,Compression,75,wHash,4,haar,0,100.0
logos,7,Compression_75,Compression,75,wHash,4,db4,2,98.0
logos,7,Compression_75,Compression,75,wHash,4,sym5,2,98.61111111111111
logos,7,Compression_75,Compression,75,wHash,4,coif1,0,100.0
logos,7,Compression_75,Compression,75,wHash,8,haar,9,85.9375
logos,7,Compression_75,Compression,75,wHash,8,db4,10,94.89795918367346
logos,7,Compression_75,Compression,75,wHash,8,sym5,4,98.4375
logos,7,Compression_75,Compression,75,wHash,8,coif1,20,86.11111111111111
logos,7,Compression_75,Compression,75,wHash,16,haar,57,77.734375
logos,7,Compression_75,Compression,75,wHash,16,db4,121,75.0
logos,7,Compression_75,Compression,75,wHash,16,sym5,22,96.18055555555556
logos,7,Compression_75,Compression,75,wHash,16,coif1,106,73.5
logos,7,Compression_75,Compression,75,wHash,32,haar,268,73.828125
logos,7,Compression_75,Compression,75,wHash,32,db4,332,77.00831024930748
logos,7,Compression_75,Compression,75,wHash,32,sym5,452,70.2827087442472
logos,7,Compression_75,Compression,75,wHash,32,coif1,425,67.20679012345678
logos,7,Compression_50,Compression,50,wHash,4,haar,0,100.0
logos,7,Compression_50,Compression,50,wHash,4,db4,2,98.0
logos,7,Compression_50,Compression,50,wHash,4,sym5,20,86.11111111111111
logos,7,Compression_50,Compression,50,wHash,4,coif1,4,93.75
logos,7,Compression_50,Compression,50,wHash,8,haar,9,85.9375
logos,7,Compression_50,Compression,50,wHash,8,db4,21,89.28571428571429
logos,7,Compression_50,Compression,50,wHash,8,sym5,30,88.28125
logos,7,Compression_50,Compression,50,wHash,8,coif1,31,78.47222222222223
logos,7,Compression_50,Compression,50,wHash,16,haar,132,48.4375
logos,7,Compression_50,Compression,50,wHash,16,db4,96,80.16528925619835
logos,7,Compression_50,Compression,50,wHash,16,sym5,30,94.79166666666667
logos,7,Compression_50,Compression,50,wHash,16,coif1,137,65.75
logos,7,Compression_50,Compression,50,wHash,32,haar,535,47.75390625
logos,7,Compression_50,Compression,50,wHash,32,db4,450,68.83656509695291
logos,7,Compression_50,Compression,50,wHash,32,sym5,389,74.42472057856673
logos,7,Compression_50,Compression,50,wHash,32,coif1,589,54.55246913580247
logos,7,Compression_25,Compression,25,wHash,4,haar,3,81.25
logos,7,Compression_25,Compression,25,wHash,4,db4,4,96.0
logos,7,Compression_25,Compression,25,wHash,4,sym5,8,94.44444444444444
logos,7,Compression_25,Compression,25,wHash,4,coif1,6,90.625
logos,7,Compression_25,Compression,25,wHash,8,haar,14,78.125
logos,7,Compression_25,Compression,25,wHash,8,db4,21,89.28571428571429
logos,7,Compression_25,Compression,25,wHash,8,sym5,42,83.59375
logos,7,Compression_25,Compression,25,wHash,8,coif1,39,72.91666666666667
logos,7,Compression_25,Compression,25,wHash,16,haar,51,80.078125
logos,7,Compression_25,Compression,25,wHash,16,db4,170,64.87603305785123
logos,7,Compression_25,Compression,25,wHash,16,sym5,155,73.09027777777777
logos,7,Compression_25,Compression,25,wHash,16,coif1,144,64.0
logos,7,Compression_25,Compression,25,wHash,32,haar,247,75.87890625
logos,7,Compression_25,Compression,25,wHash,32,db4,434,69.94459833795014
logos,7,Compression_25,Compression,25,wHash,32,sym5,561,63.116370808678504
logos,7,Compression_25,Compression,25,wHash,32,coif1,503,61.18827160493827
logos,7,Compression_10,Compression,10,wHash,4,haar,2,87.5
logos,7,Compression_10,Compression,10,wHash,4,db4,10,90.0
logos,7,Compression_10,Compression,10,wHash,4,sym5,26,81.94444444444444
logos,7,Compression_10,Compression,10,wHash,4,coif1,18,71.875
logos,7,Compression_10,Compression,10,wHash,8,haar,28,56.25
logos,7,Compression_10,Compression,10,wHash,8,db4,40,79.59183673469389
logos,7,Compression_10,Compression,10,wHash,8,sym5,46,82.03125
logos,7,Compression_10,Compression,10,wHash,8,coif1,37,74.30555555555556
logos,7,Compression_10,Compression,10,wHash,16,haar,109,57.421875
logos,7,Compression_10,Compression,10,wHash,16,db4,162,66.52892561983471
logos,7,Compression_10,Compression,10,wHash,16,sym5,271,52.95138888888889
logos,7,Compression_10,Compression,10,wHash,16,coif1,98,75.5
logos,7,Compression_10,Compression,10,wHash,32,haar,478,53.3203125
logos,7,Compression_10,Compression,10,wHash,32,db4,377,73.89196675900277
logos,7,Compression_10,Compression,10,wHash,32,sym5,686,54.89809335963182
logos,7,Compression_10,Compression,10,wHash,32,coif1,573,55.78703703703704
logos,7,Resize_50,Resize,50,wHash,4,haar,0,100.0
logos,7,Resize_50,Resize,50,wHash,4,db4,10,90.0
logos,7,Resize_50,Resize,50,wHash,4,sym5,42,70.83333333333333
logos,7,Resize_50,Resize,50,wHash,4,coif1,2,96.875
logos,7,Resize_50,Resize,50,wHash,8,haar,10,84.375
logos,7,Resize_50,Resize,50,wHash,8,db4,58,70.40816326530611
logos,7,Resize_50,Resize,50,wHash,8,sym5,68,73.4375
logos,7,Resize_50,Resize,50,wHash,8,coif1,16,88.88888888888889
logos,7,Resize_50,Resize,50,wHash,16,haar,82,67.96875
logos,7,Resize_50,Resize,50,wHash,16,db4,152,68.59504132231405
logos,7,Resize_50,Resize,50,wHash,16,coif1,77,80.75
logos,7,Resize_50,Resize,50,wHash,32,haar,342,66.6015625
logos,7,Resize_75,Resize,75,wHash,4,haar,0,100.0
logos,7,Resize_75,Resize,75,wHash,4,db4,32,68.0
logos,7,Resize_75,Resize,75,wHash,4,sym5,54,62.5
logos,7,Resize_75,Resize,75,wHash,4,coif1,18,71.875
logos,7,Resize_75,Resize,75,wHash,8,haar,5,92.1875
logos,7,Resize_75,Resize,75,wHash,8,db4,86,56.12244897959184
logos,7,Resize_75,Resize,75,wHash,8,coif1,50,65.27777777777777
logos,7,Resize_75,Resize,75,wHash,16,haar,81,68.359375
logos,7,Resize_75,Resize,75,wHash,32,haar,360,64.84375
logos,7,Resize_90,Resize,90,wHash,4,haar,0,100.0
logos,7,Resize_90,Resize,90,wHash,4,db4,42,58.0
logos,7,Resize_90,Resize,90,wHash,4,coif1,26,59.375
logos,7,Resize_90,Resize,90,wHash,8,haar,7,89.0625
logos,7,Resize_90,Resize,90,wHash,16,haar,82,67.96875
logos,7,Resize_90,Resize,90,wHash,32,haar,391,61.81640625
logos,7,Downscale_50,Downscale,50,wHash,4,haar,0,100.0
logos,7,Downscale_50,Downscale,50,wHash,4,db4,0,100.0
logos,7,Downscale_50,Downscale,50,wHash,4,sym5,0,100.0
logos,7,Downscale_50,Downscale,50,wHash,4,coif1,4,93.75
logos,7,Downscale_50,Downscale,50,wHash,8,haar,5,92.1875
logos,7,Downscale_50,Downscale,50,wHash,8,db4,3,98.46938775510205
logos,7,Downscale_50,Downscale,50,wHash,8,sym5,10,96.09375
logos,7,Downscale_50,Downscale,50,wHash,8,coif1,2,98.61111111111111
logos,7,Downscale_50,Downscale,50,wHash,16,haar,66,74.21875
logos,7,Downscale_50,Downscale,50,wHash,16,db4,31,93.59504132231405
logos,7,Downscale_50,Downscale,50,wHash,16,sym5,10,98.26388888888889
logos,7,Downscale_50,Downscale,50,wHash,16,coif1,50,87.5
logos,7,Downscale_50,Downscale,50,wHash,32,haar,311,69.62890625
logos,7,Downscale_50,Downscale,50,wHash,32,db4,361,75.0
logos,7,Downscale_50,Downscale,50,wHash,32,sym5,275,81.9197896120973
logos,7,Downscale_50,Downscale,50,wHash,32,coif1,196,84.87654320987654
logos,7,Downscale_75,Downscale,75,wHash,4,haar,0,100.0
logos,7,Downscale_75,Downscale,75,wHash,4,db4,2,98.0
logos,7,Downscale_75,Downscale,75,wHash,4,sym5,2,98.61111111111111
logos,7,Downscale_75,Downscale,75,wHash,4,coif1,2,96.875
logos,7,Downscale_75,Downscale,75,wHash,8,haar,7,89.0625
logos,7,Downscale_75,Downscale,75,wHash,8,db4,10,94.89795918367346
logos,7,Downscale_75,Downscale,75,wHash,8,sym5,12,95.3125
logos,7,Downscale_75,Downscale,75,wHash,8,coif1,6,95.83333333333333
logos,7,Downscale_75,Downscale,75,wHash,16,haar,66,74.21875
logos,7,Downscale_75,Downscale,75,wHash,16,db4,43,91.11570247933884
logos,7,Downscale_75,Downscale,75,wHash,16,sym5,14,97.56944444444444
logos,7,Downscale_75,Downscale,75,wHash,16,coif1,49,87.75
logos,7,Downscale_75,Downscale,75,wHash,32,haar,304,70.3125
logos,7,Downscale_75,Downscale,75,wHash,32,db4,423,70.70637119113573
logos,7,Downscale_75,Downscale,75,wHash,32,sym5,202,86.71926364234056
logos,7,Downscale_75,Downscale,75,wHash,32,coif1,245,81.09567901234567
logos,7,Downscale_90,Downscale,90,wHash,4,haar,0,100.0
logos,7,Downscale_90,Downscale,90,wHash,4,db4,6,94.0
logos,7,Downscale_90,Downscale,90,wHash,4,sym5,2,98.61111111111111
logos,7,Downscale_90,Downscale,90,wHash,4,coif1,4,93.75
logos,7,Downscale_90,Downscale,90,wHash,8,haar,5,92.1875
logos,7,Downscale_90,Downscale,90,wHash,8,db4,27,86.22448979591837
logos,7,Downscale_90,Downscale,90,wHash,8,sym5,14,94.53125
logos,7,Downscale_90,Downscale,90,wHash,8,coif1,36,75.0
logos,7,Downscale_90,Downscale,90,wHash,16,haar,69,73.046875
logos,7,Downscale_90,Downscale,90,wHash,16,db4,163,66.32231404958678
logos,7,Downscale_90,Downscale,90,wHash,16,sym5,44,92.36111111111111
logos,7,Downscale_90,Downscale,90,wHash,16,coif1,141,64.75
logos,7,Downscale_90,Downscale,90,wHash,32,haar,335,67.28515625
logos,7,Downscale_90,Downscale,90,wHash,32,db4,503,65.16620498614958
logos,7,Downscale_90,Downscale,90,wHash,32,sym5,532,65.02301117685732
logos,7,Downscale_90,Downscale,90,wHash,32,coif1,517,60.108024691358025
logos,7,Occlusion_10,Occlusion,10,wHash,4,haar,0,100.0
logos,7,Occlusion_10,Occlusion,10,wHash,4,db4,12,88.0
logos,7,Occlusion_10,Occlusion,10,wHash,4,sym5,10,93.05555555555556
logos,7,Occlusion_10,Occlusion,10,wHash,4,coif1,14,78.125
logos,7,Occlusion_10,Occlusion,10,wHash,8,haar,3,95.3125
logos,7,Occlusion_10,Occlusion,10,wHash,8,db4,22,88.77551020408163
logos,7,Occlusion_10,Occlusion,10,wHash,8,sym5,12,95.3125
logos,7,Occlusion_10,Occlusion,10,wHash,8,coif1,20,86.11111111111111
logos,7,Occlusion_10,Occlusion,10,wHash,16,haar,72,71.875
logos,7,Occlusion_10,Occlusion,10,wHash,16,db4,45,90.70247933884298
logos,7,Occlusion_10,Occlusion,10,wHash,16,sym5,16,97.22222222222223
logos,7,Occlusion_10,Occlusion,10,wHash,16,coif1,78,80.5
logos,7,Occlusion_10,Occlusion,10,wHash,32,haar,313,69.43359375
logos,7,Occlusion_10,Occlusion,10,wHash,32,db4,161,88.85041551246537
logos,7,Occlusion_10,Occlusion,10,wHash,32,sym5,109,92.8336620644313
logos,7,Occlusion_10,Occlusion,10,wHash,32,coif1,326,74.84567901234567
logos,7,Occlusion_25,Occlusion,25,wHash,4,haar,2,87.5
logos,7,Occlusion_25,Occlusion,25,wHash,4,db4,34,66.0
logos,7,Occlusion_25,Occlusion,25,wHash,4,sym5,24,83.33333333333334
logos,7,Occlusion_25,Occlusion,25,wHash,4,coif1,26,59.375
logos,7,Occlusion_25,Occlusion,25,wHash,8,haar,19,70.3125
logos,7,Occlusion_25,Occlusion,25,wHash,8,db4,49,75.0
logos,7,Occlusion_25,Occlusion,25,wHash,8,sym5,62,75.78125
logos,7,Occlusion_25,Occlusion,25,wHash,8,coif1,30,79.16666666666666
logos,7,Occlusion_25,Occlusion,25,wHash,16,haar,105,58.984375
logos,7,Occlusion_25,Occlusion,25,wHash,16,db4,122,74.79338842975207
logos,7,Occlusion_25,Occlusion,25,wHash,16,sym5,96,83.33333333333334
logos,7,Occlusion_25,Occlusion,25,wHash,16,coif1,84,79.0
logos,7,Occlusion_25,Occlusion,25,wHash,32,haar,398,61.1328125
logos,7,Occlusion_25,Occlusion,25,wHash,32,db4,446,69.11357340720221
logos,7,Occlusion_25,Occlusion,25,wHash,32,sym5,364,76.06837606837607
logos,7,Occlusion_25,Occlusion,25,wHash,32,coif1,322,75.15432098765433
logos,7,Occlusion_50,Occlusion,50,wHash,4,haar,6,62.5
logos,7,Occlusion_50,Occlusion,50,wHash,4,db4,54,46.0
logos,7,Occlusion_50,Occlusion,50,wHash,4,sym5,64,55.55555555555556
logos,7,Occlusion_50,Occlusion,50,wHash,4,coif1,28,56.25
logos,7,Occlusion_50,Occlusion,50,wHash,8,haar,23,64.0625
logos,7,Occlusion_50,Occlusion,50,wHash,8,db4,96,51.02040816326531
logos,7,Occlusion_50,Occlusion,50,wHash,8,sym5,108,57.8125
logos,7,Occlusion_50,Occlusion,50,wHash,8,coif1,66,54.16666666666667
logos,7,Occlusion_50,Occlusion,50,wHash,16,haar,117,54.296875
logos,7,Occlusion_50,Occlusion,50,wHash,16,db4,190,60.74380165289256
logos,7,Occlusion_50,Occlusion,50,wHash,16,sym5,252,56.25
logos,7,Occlusion_50,Occlusion,50,wHash,16,coif1,172,57.0
logos,7,Occlusion_50,Occlusion,50,wHash,32,haar,519,49.31640625
logos,7,Occlusion_50,Occlusion,50,wHash,32,db4,753,47.85318559556787
logos,7,Occlusion_50,Occlusion,50,wHash,32,sym5,604,60.28928336620644
logos,7,Occlusion_50,Occlusion,50,wHash,32,coif1,549,57.63888888888889
logos,7,Occlusion_75,Occlusion,75,wHash,4,haar,4,75.0
logos,7,Occlusion_75,Occlusion,75,wHash,4,db4,53,47.0
logos,7,Occlusion_75,Occlusion,75,wHash,4,sym5,80,44.44444444444444
logos,7,Occlusion_75,Occlusion,75,wHash,4,coif1,25,60.9375
logos,7,Occlusion_75,Occlusion,75,wHash,8,haar,25,60.9375
logos,7,Occlusion_75,Occlusion,75,wHash,8,db4,91,53.57142857142857
logos,7,Occlusion_75,Occlusion,75,wHash,8,sym5,114,55.46875
logos,7,Occlusion_75,Occlusion,75,wHash,8,coif1,70,51.38888888888889
logos,7,Occlusion_75,Occlusion,75,wHash,16,haar,123,51.953125
logos,7,Occlusion_75,Occlusion,75,wHash,16,db4,204,57.85123966942149
logos,7,Occlusion_75,Occlusion,75,wHash,16,sym5,187,67.53472222222223
logos,7,Occlusion_75,Occlusion,75,wHash,16,coif1,188,53.0
logos,7,Occlusion_75,Occlusion,75,wHash,32,haar,481,53.02734375
logos,7,Occlusion_75,Occlusion,75,wHash,32,db4,825,42.86703601108033
logos,7,Occlusion_75,Occlusion,75,wHash,32,sym5,639,57.98816568047337
logos,7,Occlusion_75,Occlusion,75,wHash,32,coif1,610,52.9320987654321
logos,8,Original,Original,0,wHash,4,haar,0,100.0
logos,8,Original,Original,0,wHash,4,db4,0,100.0
logos,8,Original,Original,0,wHash,4,sym5,0,100.0
logos,8,Original,Original,0,wHash,4,coif1,0,100.0
logos,8,Original,Original,0,wHash,8,haar,0,100.0
logos,8,Original,Original,0,wHash,8,db4,0,100.0
logos,8,Original,Original,0,wHash,8,sym5,0,100.0
logos,8,Original,Original,0,wHash,8,coif1,0,100.0
logos,8,Original,Original,0,wHash,16,haar,0,100.0
logos,8,Original,Original,0,wHash,16,db4,0,100.0
logos,8,Original,Original,0,wHash,16,sym5,0,100.0
logos,8,Original,Original,0,wHash,16,coif1,0,100.0
logos,8,Original,Original,0,wHash,32,haar,0,100.0
logos,8,Original,Original,0,wHash,32,db4,0,100.0
logos,8,Original,Original,0,wHash,32,sym5,0,100.0
logos,8,Original,Original,0,wHash,32,coif1,0,100.0
logos,8,Compression_90,Compression,90,wHash,4,haar,0,100.0
logos,8,Compression_90,Compression,90,wHash,4,db4,0,100.0
logos,8,Compression_90,Compression,90,wHash,4,sym5,0,100.0
logos,8,Compression_90,Compression,90,wHash,4,coif1,0,100.0
logos,8,Compression_90,Compression,90,wHash,8,haar,0,100.0
logos,8,Compression_90,Compression,90,wHash,8,db4,4,97.95918367346938
logos,8,Compression_90,Compression,90,wHash,8,sym5,2,99.21875
logos,8,Compression_90,Compression,90,wHash,8,coif1,0,100.0
logos,8,Compression_90,Compression,90,wHash,16,haar,2,99.21875
logos,8,Compression_90,Compression,90,wHash,16,db4,6,98.7603305785124
logos,8,Compression_90,Compression,90,wHash,16,sym5,0,100.0
logos,8,Compression_90,Compression,90,wHash,16,coif1,10,97.5
logos,8,Compression_90,Compression,90,wHash,32,haar,334,67.3828125
logos,8,Compression_90,Compression,90,wHash,32,db4,250,82.68698060941828
logos,8,Compression_90,Compression,90,wHash,32,sym5,24,98.42209072978304
logos,8,Compression_90,Compression,90,wHash,32,coif1,356,72.53086419753086
logos,8,Compression_75,Compression,75,wHash,4,haar,0,100.0
logos,8,Compression_75,Compression,75,wHash,4,db4,8,92.0
logos,8,Compression_75,Compression,75,wHash,4,sym5,0,100.0
logos,8,Compression_75,Compression,75,wHash,4,coif1,6,90.625
logos,8,Compression_75,Compression,75,wHash,8,haar,0,100.0
logos,8,Compression_75,Compression,75,wHash,8,db4,24,87.75510204081633
logos,8,Compression_75,Compression,75,wHash,8,sym5,8,96.875
logos,8,Compression_75,Compression,75,wHash,8,coif1,12,91.66666666666667
logos,8,Compression_75,Compression,75,wHash,16,haar,21,91.796875
logos,8,Compression_75,Compression,75,wHash,16,db4,46,90.49586776859505
logos,8,Compression_75,Compression,75,wHash,16,sym5,26,95.48611111111111
logos,8,Compression_75,Compression,75,wHash,16,coif1,40,90.0
logos,8,Compression_75,Compression,75,wHash,32,haar,222,78.3203125
logos,8,Compression_75,Compression,75,wHash,32,db4,389,73.06094182825485
logos,8,Compression_75,Compression,75,wHash,32,sym5,96,93.68836291913215
