Categorie,Image_ID,Attaque_Complete,Type_Attaque,Intensite,Param_hash_size,Algorithme,Distance_Hamming,Similarite_Pct
faces,44,Resize_50,Resize,50,32,aHash,1,99.90234375
faces,44,Resize_50,Resize,50,32,dHash,4,99.609375
faces,44,Resize_75,Resize,75,4,aHash,0,100.0
faces,44,Resize_75,Resize,75,4,dHash,0,100.0
faces,44,Resize_75,Resize,75,6,aHash,0,100.0
faces,44,Resize_75,Resize,75,6,dHash,0,100.0
faces,44,Resize_75,Resize,75,8,aHash,0,100.0
faces,44,Resize_75,Resize,75,8,dHash,0,100.0
faces,44,Resize_75,Resize,75,12,aHash,0,100.0
faces,44,Resize_75,Resize,75,12,dHash,1,99.30555555555556
faces,44,Resize_75,Resize,75,16,aHash,0,100.0
faces,44,Resize_75,Resize,75,16,dHash,3,98.828125
faces,44,Resize_75,Resize,75,24,aHash,0,100.0
faces,44,Resize_75,Resize,75,24,dHash,7,98.78472222222223
faces,44,Resize_75,Resize,75,32,aHash,1,99.90234375
faces,44,Resize_75,Resize,75,32,dHash,11,98.92578125
faces,44,Resize_90,Resize,90,4,aHash,0,100.0
faces,44,Resize_90,Resize,90,4,dHash,0,100.0
faces,44,Resize_90,Resize,90,6,aHash,0,100.0
faces,44,Resize_90,Resize,90,6,dHash,0,100.0
faces,44,Resize_90,Resize,90,8,aHash,0,100.0
faces,44,Resize_90,Resize,90,8,dHash,1,98.4375
faces,44,Resize_90,Resize,90,12,aHash,0,100.0
faces,44,Resize_90,Resize,90,12,dHash,0,100.0
faces,44,Resize_90,Resize,90,16,aHash,0,100.0
faces,44,Resize_90,Resize,90,16,dHash,3,98.828125
faces,44,Resize_90,Resize,90,24,aHash,0,100.0
faces,44,Resize_90,Resize,90,24,dHash,8,98.61111111111111
faces,44,Resize_90,Resize,90,32,aHash,2,99.8046875
faces,44,Resize_90,Resize,90,32,dHash,13,98.73046875
faces,44,Downscale_50,Downscale,50,4,aHash,0,100.0
faces,44,Downscale_50,Downscale,50,4,dHash,0,100.0
faces,44,Downscale_50,Downscale,50,6,aHash,0,100.0
faces,44,Downscale_50,Downscale,50,6,dHash,0,100.0
faces,44,Downscale_50,Downscale,50,8,aHash,0,100.0
faces,44,Downscale_50,Downscale,50,8,dHash,0,100.0
faces,44,Downscale_50,Downscale,50,12,aHash,0,100.0
faces,44,Downscale_50,Downscale,50,12,dHash,2,98.61111111111111
faces,44,Downscale_50,Downscale,50,16,aHash,0,100.0
faces,44,Downscale_50,Downscale,50,16,dHash,1,99.609375
faces,44,Downscale_50,Downscale,50,24,aHash,1,99.82638888888889
faces,44,Downscale_50,Downscale,50,24,dHash,8,98.61111111111111
faces,44,Downscale_50,Downscale,50,32,aHash,3,99.70703125
faces,44,Downscale_50,Downscale,50,32,dHash,11,98.92578125
faces,44,Downscale_75,Downscale,75,4,aHash,0,100.0
faces,44,Downscale_75,Downscale,75,4,dHash,0,100.0
faces,44,Downscale_75,Downscale,75,6,aHash,0,100.0
faces,44,Downscale_75,Downscale,75,6,dHash,0,100.0
faces,44,Downscale_75,Downscale,75,8,aHash,0,100.0
faces,44,Downscale_75,Downscale,75,8,dHash,0,100.0
faces,44,Downscale_75,Downscale,75,12,aHash,0,100.0
faces,44,Downscale_75,Downscale,75,12,dHash,0,100.0
faces,44,Downscale_75,Downscale,75,16,aHash,0,100.0
faces,44,Downscale_75,Downscale,75,16,dHash,2,99.21875
faces,44,Downscale_75,Downscale,75,24,aHash,3,99.47916666666667
faces,44,Downscale_75,Downscale,75,24,dHash,11,98.09027777777777
faces,44,Downscale_75,Downscale,75,32,aHash,5,99.51171875
faces,44,Downscale_75,Downscale,75,32,dHash,16,98.4375
faces,44,Downscale_90,Downscale,90,4,aHash,0,100.0
faces,44,Downscale_90,Downscale,90,4,dHash,0,100.0
faces,44,Downscale_90,Downscale,90,6,aHash,0,100.0
faces,44,Downscale_90,Downscale,90,6,dHash,2,94.44444444444444
faces,44,Downscale_90,Downscale,90,8,aHash,0,100.0
faces,44,Downscale_90,Downscale,90,8,dHash,0,100.0
faces,44,Downscale_90,Downscale,90,12,aHash,0,100.0
faces,44,Downscale_90,Downscale,90,12,dHash,1,99.30555555555556
faces,44,Downscale_90,Downscale,90,16,aHash,1,99.609375
faces,44,Downscale_90,Downscale,90,16,dHash,6,97.65625
faces,44,Downscale_90,Downscale,90,24,aHash,12,97.91666666666667
faces,44,Downscale_90,Downscale,90,24,dHash,39,93.22916666666667
faces,44,Downscale_90,Downscale,90,32,aHash,27,97.36328125
faces,44,Downscale_90,Downscale,90,32,dHash,74,92.7734375
faces,44,Occlusion_10,Occlusion,10,4,aHash,4,75.0
faces,44,Occlusion_10,Occlusion,10,4,dHash,5,68.75
faces,44,Occlusion_10,Occlusion,10,6,aHash,7,80.55555555555556
faces,44,Occlusion_10,Occlusion,10,6,dHash,8,77.77777777777777
faces,44,Occlusion_10,Occlusion,10,8,aHash,11,82.8125
faces,44,Occlusion_10,Occlusion,10,8,dHash,12,81.25
faces,44,Occlusion_10,Occlusion,10,12,aHash,17,88.19444444444444
faces,44,Occlusion_10,Occlusion,10,12,dHash,13,90.97222222222223
faces,44,Occlusion_10,Occlusion,10,16,aHash,33,87.109375
faces,44,Occlusion_10,Occlusion,10,16,dHash,23,91.015625
faces,44,Occlusion_10,Occlusion,10,24,aHash,82,85.76388888888889
faces,44,Occlusion_10,Occlusion,10,24,dHash,38,93.40277777777777
faces,44,Occlusion_10,Occlusion,10,32,aHash,158,84.5703125
faces,44,Occlusion_10,Occlusion,10,32,dHash,63,93.84765625
faces,44,Occlusion_25,Occlusion,25,4,aHash,5,68.75
faces,44,Occlusion_25,Occlusion,25,4,dHash,5,68.75
faces,44,Occlusion_25,Occlusion,25,6,aHash,7,80.55555555555556
faces,44,Occlusion_25,Occlusion,25,6,dHash,7,80.55555555555556
faces,44,Occlusion_25,Occlusion,25,8,aHash,13,79.6875
faces,44,Occlusion_25,Occlusion,25,8,dHash,10,84.375
faces,44,Occlusion_25,Occlusion,25,12,aHash,24,83.33333333333334
faces,44,Occlusion_25,Occlusion,25,12,dHash,29,79.86111111111111
faces,44,Occlusion_25,Occlusion,25,16,aHash,49,80.859375
faces,44,Occlusion_25,Occlusion,25,16,dHash,43,83.203125
faces,44,Occlusion_25,Occlusion,25,24,aHash,116,79.86111111111111
faces,44,Occlusion_25,Occlusion,25,24,dHash,88,84.72222222222223
faces,44,Occlusion_25,Occlusion,25,32,aHash,224,78.125
faces,44,Occlusion_25,Occlusion,25,32,dHash,148,85.546875
faces,44,Occlusion_50,Occlusion,50,4,aHash,5,68.75
faces,44,Occlusion_50,Occlusion,50,4,dHash,4,75.0
faces,44,Occlusion_50,Occlusion,50,6,aHash,8,77.77777777777777
faces,44,Occlusion_50,Occlusion,50,6,dHash,11,69.44444444444444
faces,44,Occlusion_50,Occlusion,50,8,aHash,14,78.125
faces,44,Occlusion_50,Occlusion,50,8,dHash,14,78.125
faces,44,Occlusion_50,Occlusion,50,12,aHash,29,79.86111111111111
faces,44,Occlusion_50,Occlusion,50,12,dHash,43,70.13888888888889
faces,44,Occlusion_50,Occlusion,50,16,aHash,67,73.828125
faces,44,Occlusion_50,Occlusion,50,16,dHash,97,62.109375
faces,44,Occlusion_50,Occlusion,50,24,aHash,145,74.82638888888889
faces,44,Occlusion_50,Occlusion,50,24,dHash,195,66.14583333333333
faces,44,Occlusion_50,Occlusion,50,32,aHash,283,72.36328125
faces,44,Occlusion_50,Occlusion,50,32,dHash,314,69.3359375
faces,44,Occlusion_75,Occlusion,75,4,aHash,3,81.25
faces,44,Occlusion_75,Occlusion,75,4,dHash,5,68.75
faces,44,Occlusion_75,Occlusion,75,6,aHash,8,77.77777777777777
faces,44,Occlusion_75,Occlusion,75,6,dHash,13,63.88888888888889
faces,44,Occlusion_75,Occlusion,75,8,aHash,15,76.5625
faces,44,Occlusion_75,Occlusion,75,8,dHash,30,53.125
faces,44,Occlusion_75,Occlusion,75,12,aHash,50,65.27777777777777
faces,44,Occlusion_75,Occlusion,75,12,dHash,57,60.41666666666667
faces,44,Occlusion_75,Occlusion,75,16,aHash,96,62.5
faces,44,Occlusion_75,Occlusion,75,16,dHash,118,53.90625
faces,44,Occlusion_75,Occlusion,75,24,aHash,216,62.5
faces,44,Occlusion_75,Occlusion,75,24,dHash,222,61.45833333333333
faces,44,Occlusion_75,Occlusion,75,32,aHash,424,58.59375
faces,44,Occlusion_75,Occlusion,75,32,dHash,401,60.83984375
faces,45,Original,Original,0,4,aHash,0,100.0
faces,45,Original,Original,0,4,dHash,0,100.0
faces,45,Original,Original,0,6,aHash,0,100.0
faces,45,Original,Original,0,6,dHash,0,100.0
faces,45,Original,Original,0,8,aHash,0,100.0
faces,45,Original,Original,0,8,dHash,0,100.0
faces,45,Original,Original,0,12,aHash,0,100.0
faces,45,Original,Original,0,12,dHash,0,100.0
faces,45,Original,Original,0,16,aHash,0,100.0
faces,45,Original,Original,0,16,dHash,0,100.0
faces,45,Original,Original,0,24,aHash,0,100.0
faces,45,Original,Original,0,24,dHash,0,100.0
faces,45,Original,Original,0,32,aHash,0,100.0
faces,45,Original,Original,0,32,dHash,0,100.0
faces,45,Compression_90,Compression,90,4,aHash,0,100.0
faces,45,Compression_90,Compression,90,4,dHash,0,100.0
faces,45,Compression_90,Compression,90,6,aHash,0,100.0
faces,45,Compression_90,Compression,90,6,dHash,0,100.0
faces,45,Compression_90,Compression,90,8,aHash,0,100.0
faces,45,Compression_90,Compression,90,8,dHash,0,100.0
faces,45,Compression_90,Compression,90,12,aHash,0,100.0
faces,45,Compression_90,Compression,90,12,dHash,0,100.0
faces,45,Compression_90,Compression,90,16,aHash,1,99.609375
faces,45,Compression_90,Compression,90,16,dHash,1,99.609375
faces,45,Compression_90,Compression,90,24,aHash,0,100.0
faces,45,Compression_90,Compression,90,24,dHash,6,98.95833333333333
faces,45,Compression_90,Compression,90,32,aHash,0,100.0
faces,45,Compression_90,Compression,90,32,dHash,13,98.73046875
faces,45,Compression_75,Compression,75,4,aHash,0,100.0
faces,45,Compression_75,Compression,75,4,dHash,0,100.0
faces,45,Compression_75,Compression,75,6,aHash,0,100.0
faces,45,Compression_75,Compression,75,6,dHash,0,100.0
faces,45,Compression_75,Compression,75,8,aHash,0,100.0
faces,45,Compression_75,Compression,75,8,dHash,0,100.0
faces,45,Compression_75,Compression,75,12,aHash,0,100.0
faces,45,Compression_75,Compression,75,12,dHash,1,99.30555555555556
faces,45,Compression_75,Compression,75,16,aHash,1,99.609375
faces,45,Compression_75,Compression,75,16,dHash,2,99.21875
faces,45,Compression_75,Compression,75,24,aHash,0,100.0
faces,45,Compression_75,Compression,75,24,dHash,7,98.78472222222223
faces,45,Compression_75,Compression,75,32,aHash,2,99.8046875
faces,45,Compression_75,Compression,75,32,dHash,16,98.4375
faces,45,Compression_50,Compression,50,4,aHash,0,100.0
faces,45,Compression_50,Compression,50,4,dHash,0,100.0
faces,45,Compression_50,Compression,50,6,aHash,1,97.22222222222223
faces,45,Compression_50,Compression,50,6,dHash,1,97.22222222222223
faces,45,Compression_50,Compression,50,8,aHash,0,100.0
faces,45,Compression_50,Compression,50,8,dHash,1,98.4375
faces,45,Compression_50,Compression,50,12,aHash,0,100.0
faces,45,Compression_50,Compression,50,12,dHash,1,99.30555555555556
faces,45,Compression_50,Compression,50,16,aHash,0,100.0
faces,45,Compression_50,Compression,50,16,dHash,4,98.4375
faces,45,Compression_50,Compression,50,24,aHash,1,99.82638888888889
faces,45,Compression_50,Compression,50,24,dHash,14,97.56944444444444
faces,45,Compression_50,Compression,50,32,aHash,2,99.8046875
faces,45,Compression_50,Compression,50,32,dHash,29,97.16796875
faces,45,Compression_25,Compression,25,4,aHash,0,100.0
faces,45,Compression_25,Compression,25,4,dHash,0,100.0
faces,45,Compression_25,Compression,25,6,aHash,0,100.0
faces,45,Compression_25,Compression,25,6,dHash,0,100.0
faces,45,Compression_25,Compression,25,8,aHash,0,100.0
faces,45,Compression_25,Compression,25,8,dHash,2,96.875
faces,45,Compression_25,Compression,25,12,aHash,1,99.30555555555556
faces,45,Compression_25,Compression,25,12,dHash,2,98.61111111111111
faces,45,Compression_25,Compression,25,16,aHash,0,100.0
faces,45,Compression_25,Compression,25,16,dHash,1,99.609375
faces,45,Compression_25,Compression,25,24,aHash,4,99.30555555555556
faces,45,Compression_25,Compression,25,24,dHash,20,96.52777777777777
faces,45,Compression_25,Compression,25,32,aHash,3,99.70703125
faces,45,Compression_25,Compression,25,32,dHash,59,94.23828125
faces,45,Compression_10,Compression,10,4,aHash,0,100.0
faces,45,Compression_10,Compression,10,4,dHash,0,100.0
faces,45,Compression_10,Compression,10,6,aHash,0,100.0
faces,45,Compression_10,Compression,10,6,dHash,2,94.44444444444444
faces,45,Compression_10,Compression,10,8,aHash,0,100.0
faces,45,Compression_10,Compression,10,8,dHash,3,95.3125
faces,45,Compression_10,Compression,10,12,aHash,2,98.61111111111111
faces,45,Compression_10,Compression,10,12,dHash,6,95.83333333333333
faces,45,Compression_10,Compression,10,16,aHash,1,99.609375
faces,45,Compression_10,Compression,10,16,dHash,10,96.09375
faces,45,Compression_10,Compression,10,24,aHash,5,99.13194444444444
faces,45,Compression_10,Compression,10,24,dHash,44,92.36111111111111
faces,45,Compression_10,Compression,10,32,aHash,4,99.609375
faces,45,Compression_10,Compression,10,32,dHash,117,88.57421875
faces,45,Resize_50,Resize,50,4,aHash,0,100.0
faces,45,Resize_50,Resize,50,4,dHash,0,100.0
faces,45,Resize_50,Resize,50,6,aHash,0,100.0
faces,45,Resize_50,Resize,50,6,dHash,0,100.0
faces,45,Resize_50,Resize,50,8,aHash,0,100.0
faces,45,Resize_50,Resize,50,8,dHash,0,100.0
faces,45,Resize_50,Resize,50,12,aHash,0,100.0
faces,45,Resize_50,Resize,50,12,dHash,0,100.0
faces,45,Resize_50,Resize,50,16,aHash,1,99.609375
faces,45,Resize_50,Resize,50,16,dHash,0,100.0
faces,45,Resize_50,Resize,50,24,aHash,0,100.0
faces,45,Resize_50,Resize,50,24,dHash,8,98.61111111111111
faces,45,Resize_50,Resize,50,32,aHash,0,100.0
faces,45,Resize_50,Resize,50,32,dHash,16,98.4375
faces,45,Resize_75,Resize,75,4,aHash,0,100.0
faces,45,Resize_75,Resize,75,4,dHash,0,100.0
faces,45,Resize_75,Resize,75,6,aHash,1,97.22222222222223
faces,45,Resize_75,Resize,75,6,dHash,0,100.0
faces,45,Resize_75,Resize,75,8,aHash,0,100.0
faces,45,Resize_75,Resize,75,8,dHash,1,98.4375
faces,45,Resize_75,Resize,75,12,aHash,0,100.0
faces,45,Resize_75,Resize,75,12,dHash,0,100.0
faces,45,Resize_75,Resize,75,16,aHash,1,99.609375
faces,45,Resize_75,Resize,75,16,dHash,1,99.609375
faces,45,Resize_75,Resize,75,24,aHash,1,99.82638888888889
faces,45,Resize_75,Resize,75,24,dHash,8,98.61111111111111
faces,45,Resize_75,Resize,75,32,aHash,1,99.90234375
faces,45,Resize_75,Resize,75,32,dHash,19,98.14453125
faces,45,Resize_90,Resize,90,4,aHash,0,100.0
faces,45,Resize_90,Resize,90,4,dHash,0,100.0
faces,45,Resize_90,Resize,90,6,aHash,1,97.22222222222223
faces,45,Resize_90,Resize,90,6,dHash,0,100.0
faces,45,Resize_90,Resize,90,8,aHash,0,100.0
faces,45,Resize_90,Resize,90,8,dHash,1,98.4375
faces,45,Resize_90,Resize,90,12,aHash,0,100.0
faces,45,Resize_90,Resize,90,12,dHash,1,99.30555555555556
faces,45,Resize_90,Resize,90,16,aHash,0,100.0
faces,45,Resize_90,Resize,90,16,dHash,3,98.828125
faces,45,Resize_90,Resize,90,24,aHash,2,99.65277777777777
faces,45,Resize_90,Resize,90,24,dHash,11,98.09027777777777
faces,45,Resize_90,Resize,90,32,aHash,1,99.90234375
faces,45,Resize_90,Resize,90,32,dHash,32,96.875
faces,45,Downscale_50,Downscale,50,4,aHash,0,100.0
faces,45,Downscale_50,Downscale,50,4,dHash,0,100.0
faces,45,Downscale_50,Downscale,50,6,aHash,1,97.22222222222223
faces,45,Downscale_50,Downscale,50,6,dHash,0,100.0
faces,45,Downscale_50,Downscale,50,8,aHash,0,100.0
faces,45,Downscale_50,Downscale,50,8,dHash,1,98.4375
faces,45,Downscale_50,Downscale,50,12,aHash,0,100.0
faces,45,Downscale_50,Downscale,50,12,dHash,1,99.30555555555556
faces,45,Downscale_50,Downscale,50,16,aHash,1,99.609375
faces,45,Downscale_50,Downscale,50,16,dHash,0,100.0
faces,45,Downscale_50,Downscale,50,24,aHash,0,100.0
faces,45,Downscale_50,Downscale,50,24,dHash,7,98.78472222222223
faces,45,Downscale_50,Downscale,50,32,aHash,3,99.70703125
faces,45,Downscale_50,Downscale,50,32,dHash,20,98.046875
faces,45,Downscale_75,Downscale,75,4,aHash,0,100.0
faces,45,Downscale_75,Downscale,75,4,dHash,0,100.0
faces,45,Downscale_75,Downscale,75,6,aHash,1,97.22222222222223
faces,45,Downscale_75,Downscale,75,6,dHash,0,100.0
faces,45,Downscale_75,Downscale,75,8,aHash,0,100.0
faces,45,Downscale_75,Downscale,75,8,dHash,1,98.4375
faces,45,Downscale_75,Downscale,75,12,aHash,0,100.0
faces,45,Downscale_75,Downscale,75,12,dHash,1,99.30555555555556
faces,45,Downscale_75,Downscale,75,16,aHash,0,100.0
faces,45,Downscale_75,Downscale,75,16,dHash,1,99.609375
faces,45,Downscale_75,Downscale,75,24,aHash,1,99.82638888888889
faces,45,Downscale_75,Downscale,75,24,dHash,9,98.4375
faces,45,Downscale_75,Downscale,75,32,aHash,3,99.70703125
faces,45,Downscale_75,Downscale,75,32,dHash,20,98.046875
faces,45,Downscale_90,Downscale,90,4,aHash,0,100.0
faces,45,Downscale_90,Downscale,90,4,dHash,0,100.0
faces,45,Downscale_90,Downscale,90,6,aHash,1,97.22222222222223
faces,45,Downscale_90,Downscale,90,6,dHash,0,100.0
faces,45,Downscale_90,Downscale,90,8,aHash,0,100.0
faces,45,Downscale_90,Downscale,90,8,dHash,2,96.875
faces,45,Downscale_90,Downscale,90,12,aHash,1,99.30555555555556
faces,45,Downscale_90,Downscale,90,12,dHash,0,100.0
faces,45,Downscale_90,Downscale,90,16,aHash,1,99.609375
faces,45,Downscale_90,Downscale,90,16,dHash,4,98.4375
faces,45,Downscale_90,Downscale,90,24,aHash,11,98.09027777777777
faces,45,Downscale_90,Downscale,90,24,dHash,28,95.13888888888889
faces,45,Downscale_90,Downscale,90,32,aHash,17,98.33984375
faces,45,Downscale_90,Downscale,90,32,dHash,61,94.04296875
faces,45,Occlusion_10,Occlusion,10,4,aHash,1,93.75
faces,45,Occlusion_10,Occlusion,10,4,dHash,2,87.5
faces,45,Occlusion_10,Occlusion,10,6,aHash,6,83.33333333333334
faces,45,Occlusion_10,Occlusion,10,6,dHash,1,97.22222222222223
faces,45,Occlusion_10,Occlusion,10,8,aHash,6,90.625
faces,45,Occlusion_10,Occlusion,10,8,dHash,7,89.0625
faces,45,Occlusion_10,Occlusion,10,12,aHash,13,90.97222222222223
faces,45,Occlusion_10,Occlusion,10,12,dHash,9,93.75
faces,45,Occlusion_10,Occlusion,10,16,aHash,24,90.625
faces,45,Occlusion_10,Occlusion,10,16,dHash,23,91.015625
faces,45,Occlusion_10,Occlusion,10,24,aHash,62,89.23611111111111
faces,45,Occlusion_10,Occlusion,10,24,dHash,45,92.1875
faces,45,Occlusion_10,Occlusion,10,32,aHash,100,90.234375
faces,45,Occlusion_10,Occlusion,10,32,dHash,65,93.65234375
faces,45,Occlusion_25,Occlusion,25,4,aHash,5,68.75
faces,45,Occlusion_25,Occlusion,25,4,dHash,6,62.5
faces,45,Occlusion_25,Occlusion,25,6,aHash,17,52.77777777777778
faces,45,Occlusion_25,Occlusion,25,6,dHash,12,66.66666666666667
faces,45,Occlusion_25,Occlusion,25,8,aHash,26,59.375
faces,45,Occlusion_25,Occlusion,25,8,dHash,15,76.5625
faces,45,Occlusion_25,Occlusion,25,12,aHash,60,58.33333333333333
faces,45,Occlusion_25,Occlusion,25,12,dHash,28,80.55555555555556
faces,45,Occlusion_25,Occlusion,25,16,aHash,99,61.328125
faces,45,Occlusion_25,Occlusion,25,16,dHash,55,78.515625
faces,45,Occlusion_25,Occlusion,25,24,aHash,230,60.06944444444444
faces,45,Occlusion_25,Occlusion,25,24,dHash,99,82.8125
faces,45,Occlusion_25,Occlusion,25,32,aHash,403,60.64453125
faces,45,Occlusion_25,Occlusion,25,32,dHash,165,83.88671875
faces,45,Occlusion_50,Occlusion,50,4,aHash,5,68.75
faces,45,Occlusion_50,Occlusion,50,4,dHash,11,31.25
faces,45,Occlusion_50,Occlusion,50,6,aHash,20,44.44444444444444
faces,45,Occlusion_50,Occlusion,50,6,dHash,19,47.22222222222222
faces,45,Occlusion_50,Occlusion,50,8,aHash,34,46.875
faces,45,Occlusion_50,Occlusion,50,8,dHash,29,54.6875
faces,45,Occlusion_50,Occlusion,50,12,aHash,77,46.52777777777778
faces,45,Occlusion_50,Occlusion,50,12,dHash,62,56.94444444444444
faces,45,Occlusion_50,Occlusion,50,16,aHash,134,47.65625
faces,45,Occlusion_50,Occlusion,50,16,dHash,96,62.5
faces,45,Occlusion_50,Occlusion,50,24,aHash,279,51.5625
faces,45,Occlusion_50,Occlusion,50,24,dHash,199,65.45138888888889
faces,45,Occlusion_50,Occlusion,50,32,aHash,539,47.36328125
faces,45,Occlusion_50,Occlusion,50,32,dHash,330,67.7734375
faces,45,Occlusion_75,Occlusion,75,4,aHash,5,68.75
faces,45,Occlusion_75,Occlusion,75,4,dHash,10,37.5
faces,45,Occlusion_75,Occlusion,75,6,aHash,19,47.22222222222222
faces,45,Occlusion_75,Occlusion,75,6,dHash,19,47.22222222222222
faces,45,Occlusion_75,Occlusion,75,8,aHash,33,48.4375
faces,45,Occlusion_75,Occlusion,75,8,dHash,26,59.375
faces,45,Occlusion_75,Occlusion,75,12,aHash,72,50.0
faces,45,Occlusion_75,Occlusion,75,12,dHash,69,52.08333333333333
faces,45,Occlusion_75,Occlusion,75,16,aHash,115,55.078125
faces,45,Occlusion_75,Occlusion,75,16,dHash,121,52.734375
faces,45,Occlusion_75,Occlusion,75,24,aHash,276,52.08333333333333
faces,45,Occlusion_75,Occlusion,75,24,dHash,260,54.86111111111111
faces,45,Occlusion_75,Occlusion,75,32,aHash,451,55.95703125
faces,45,Occlusion_75,Occlusion,75,32,dHash,419,59.08203125
faces,46,Original,Original,0,4,aHash,0,100.0
faces,46,Original,Original,0,4,dHash,0,100.0
faces,46,Original,Original,0,6,aHash,0,100.0
faces,46,Original,Original,0,6,dHash,0,100.0
faces,46,Original,Original,0,8,aHash,0,100.0
faces,46,Original,Original,0,8,dHash,0,100.0
faces,46,Original,Original,0,12,aHash,0,100.0
faces,46,Original,Original,0,12,dHash,0,100.0
faces,46,Original,Original,0,16,aHash,0,100.0
faces,46,Original,Original,0,16,dHash,0,100.0
faces,46,Original,Original,0,24,aHash,0,100.0
faces,46,Original,Original,0,24,dHash,0,100.0
faces,46,Original,Original,0,32,aHash,0,100.0
faces,46,Original,Original,0,32,dHash,0,100.0
faces,46,Compression_90,Compression,90,4,aHash,0,100.0
faces,46,Compression_90,Compression,90,4,dHash,0,100.0
faces,46,Compression_90,Compression,90,6,aHash,0,100.0
faces,46,Compression_90,Compression,90,6,dHash,0,100.0
faces,46,Compression_90,Compression,90,8,aHash,0,100.0
faces,46,Compression_90,Compression,90,8,dHash,0,100.0
faces,46,Compression_90,Compression,90,12,aHash,0,100.0
faces,46,Compression_90,Compression,90,12,dHash,0,100.0
faces,46,Compression_90,Compression,90,16,aHash,0,100.0
faces,46,Compression_90,Compression,90,16,dHash,0,100.0
faces,46,Compression_90,Compression,90,24,aHash,1,99.82638888888889
faces,46,Compression_90,Compression,90,24,dHash,7,98.78472222222223
faces,46,Compression_90,Compression,90,32,aHash,1,99.90234375
faces,46,Compression_90,Compression,90,32,dHash,17,98.33984375
faces,46,Compression_75,Compression,75,4,aHash,0,100.0
faces,46,Compression_75,Compression,75,4,dHash,0,100.0
faces,46,Compression_75,Compression,75,6,aHash,0,100.0
faces,46,Compression_75,Compression,75,6,dHash,0,100.0
faces,46,Compression_75,Compression,75,8,aHash,0,100.0
faces,46,Compression_75,Compression,75,8,dHash,0,100.0
faces,46,Compression_75,Compression,75,12,aHash,0,100.0
faces,46,Compression_75,Compression,75,12,dHash,0,100.0
faces,46,Compression_75,Compression,75,16,aHash,0,100.0
faces,46,Compression_75,Compression,75,16,dHash,3,98.828125
faces,46,Compression_75,Compression,75,24,aHash,0,100.0
faces,46,Compression_75,Compression,75,24,dHash,13,97.74305555555556
faces,46,Compression_75,Compression,75,32,aHash,1,99.90234375
faces,46,Compression_75,Compression,75,32,dHash,18,98.2421875
faces,46,Compression_50,Compression,50,4,aHash,0,100.0
faces,46,Compression_50,Compression,50,4,dHash,0,100.0
faces,46,Compression_50,Compression,50,6,aHash,0,100.0
faces,46,Compression_50,Compression,50,6,dHash,1,97.22222222222223
faces,46,Compression_50,Compression,50,8,aHash,0,100.0
faces,46,Compression_50,Compression,50,8,dHash,0,100.0
faces,46,Compression_50,Compression,50,12,aHash,0,100.0
faces,46,Compression_50,Compression,50,12,dHash,2,98.61111111111111
faces,46,Compression_50,Compression,50,16,aHash,1,99.609375
faces,46,Compression_50,Compression,50,16,dHash,1,99.609375
faces,46,Compression_50,Compression,50,24,aHash,2,99.65277777777777
faces,46,Compression_50,Compression,50,24,dHash,7,98.78472222222223
faces,46,Compression_50,Compression,50,32,aHash,0,100.0
faces,46,Compression_50,Compression,50,32,dHash,27,97.36328125
faces,46,Compression_25,Compression,25,4,aHash,0,100.0
faces,46,Compression_25,Compression,25,4,dHash,0,100.0
faces,46,Compression_25,Compression,25,6,aHash,0,100.0
faces,46,Compression_25,Compression,25,6,dHash,0,100.0
faces,46,Compression_25,Compression,25,8,aHash,0,100.0
faces,46,Compression_25,Compression,25,8,dHash,0,100.0
faces,46,Compression_25,Compression,25,12,aHash,0,100.0
faces,46,Compression_25,Compression,25,12,dHash,1,99.30555555555556
faces,46,Compression_25,Compression,25,16,aHash,0,100.0
faces,46,Compression_25,Compression,25,16,dHash,7,97.265625
faces,46,Compression_25,Compression,25,24,aHash,3,99.47916666666667
faces,46,Compression_25,Compression,25,24,dHash,16,97.22222222222223
faces,46,Compression_25,Compression,25,32,aHash,3,99.70703125
faces,46,Compression_25,Compression,25,32,dHash,36,96.484375
faces,46,Compression_10,Compression,10,4,aHash,1,93.75
faces,46,Compression_10,Compression,10,4,dHash,0,100.0
faces,46,Compression_10,Compression,10,6,aHash,0,100.0
faces,46,Compression_10,Compression,10,6,dHash,2,94.44444444444444
faces,46,Compression_10,Compression,10,8,aHash,0,100.0
faces,46,Compression_10,Compression,10,8,dHash,0,100.0
faces,46,Compression_10,Compression,10,12,aHash,0,100.0
faces,46,Compression_10,Compression,10,12,dHash,4,97.22222222222223
faces,46,Compression_10,Compression,10,16,aHash,1,99.609375
faces,46,Compression_10,Compression,10,16,dHash,13,94.921875
faces,46,Compression_10,Compression,10,24,aHash,1,99.82638888888889
faces,46,Compression_10,Compression,10,24,dHash,41,92.88194444444444
faces,46,Compression_10,Compression,10,32,aHash,4,99.609375
faces,46,Compression_10,Compression,10,32,dHash,75,92.67578125
faces,46,Resize_50,Resize,50,4,aHash,1,93.75
faces,46,Resize_50,Resize,50,4,dHash,0,100.0
faces,46,Resize_50,Resize,50,6,aHash,0,100.0
faces,46,Resize_50,Resize,50,6,dHash,0,100.0
faces,46,Resize_50,Resize,50,8,aHash,0,100.0
faces,46,Resize_50,Resize,50,8,dHash,0,100.0
faces,46,Resize_50,Resize,50,12,aHash,0,100.0
