Categorie,Image_ID,Attaque_Complete,Type_Attaque,Intensite,Algorithme,Param_binbits,Distance,Similarite_Pct
faces,32,Downscale_90,Downscale,90,colorHash,5,4.0,94.28571428571429
faces,32,Downscale_90,Downscale,90,colorHash,6,4.0,95.23809523809524
faces,32,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
faces,32,Occlusion_10,Occlusion,10,colorHash,3,1.0,97.61904761904762
faces,32,Occlusion_10,Occlusion,10,colorHash,4,1.0,98.21428571428571
faces,32,Occlusion_10,Occlusion,10,colorHash,5,4.0,94.28571428571429
faces,32,Occlusion_10,Occlusion,10,colorHash,6,4.0,95.23809523809524
faces,32,Occlusion_25,Occlusion,25,colorHash,2,1.0,96.42857142857143
faces,32,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
faces,32,Occlusion_25,Occlusion,25,colorHash,4,3.0,94.64285714285714
faces,32,Occlusion_25,Occlusion,25,colorHash,5,5.0,92.85714285714286
faces,32,Occlusion_25,Occlusion,25,colorHash,6,4.0,95.23809523809524
faces,32,Occlusion_50,Occlusion,50,colorHash,2,2.0,92.85714285714286
faces,32,Occlusion_50,Occlusion,50,colorHash,3,5.0,88.0952380952381
faces,32,Occlusion_50,Occlusion,50,colorHash,4,4.0,92.85714285714286
faces,32,Occlusion_50,Occlusion,50,colorHash,5,6.0,91.42857142857143
faces,32,Occlusion_50,Occlusion,50,colorHash,6,7.0,91.66666666666667
faces,32,Occlusion_75,Occlusion,75,colorHash,2,3.0,89.28571428571429
faces,32,Occlusion_75,Occlusion,75,colorHash,3,5.0,88.0952380952381
faces,32,Occlusion_75,Occlusion,75,colorHash,4,8.0,85.71428571428572
faces,32,Occlusion_75,Occlusion,75,colorHash,5,8.0,88.57142857142857
faces,32,Occlusion_75,Occlusion,75,colorHash,6,11.0,86.9047619047619
faces,33,Original,Original,0,colorHash,2,0.0,100.0
faces,33,Original,Original,0,colorHash,3,0.0,100.0
faces,33,Original,Original,0,colorHash,4,0.0,100.0
faces,33,Original,Original,0,colorHash,5,0.0,100.0
faces,33,Original,Original,0,colorHash,6,0.0,100.0
faces,33,Compression_90,Compression,90,colorHash,2,0.0,100.0
faces,33,Compression_90,Compression,90,colorHash,3,0.0,100.0
faces,33,Compression_90,Compression,90,colorHash,4,0.0,100.0
faces,33,Compression_90,Compression,90,colorHash,5,0.0,100.0
faces,33,Compression_90,Compression,90,colorHash,6,0.0,100.0
faces,33,Compression_75,Compression,75,colorHash,2,0.0,100.0
faces,33,Compression_75,Compression,75,colorHash,3,0.0,100.0
faces,33,Compression_75,Compression,75,colorHash,4,0.0,100.0
faces,33,Compression_75,Compression,75,colorHash,5,0.0,100.0
faces,33,Compression_75,Compression,75,colorHash,6,0.0,100.0
faces,33,Compression_50,Compression,50,colorHash,2,0.0,100.0
faces,33,Compression_50,Compression,50,colorHash,3,0.0,100.0
faces,33,Compression_50,Compression,50,colorHash,4,1.0,98.21428571428571
faces,33,Compression_50,Compression,50,colorHash,5,1.0,98.57142857142857
faces,33,Compression_50,Compression,50,colorHash,6,1.0,98.80952380952381
faces,33,Compression_25,Compression,25,colorHash,2,0.0,100.0
faces,33,Compression_25,Compression,25,colorHash,3,0.0,100.0
faces,33,Compression_25,Compression,25,colorHash,4,1.0,98.21428571428571
faces,33,Compression_25,Compression,25,colorHash,5,1.0,98.57142857142857
faces,33,Compression_25,Compression,25,colorHash,6,1.0,98.80952380952381
faces,33,Compression_10,Compression,10,colorHash,2,0.0,100.0
faces,33,Compression_10,Compression,10,colorHash,3,2.0,95.23809523809524
faces,33,Compression_10,Compression,10,colorHash,4,1.0,98.21428571428571
faces,33,Compression_10,Compression,10,colorHash,5,5.0,92.85714285714286
faces,33,Compression_10,Compression,10,colorHash,6,5.0,94.04761904761905
faces,33,Resize_50,Resize,50,colorHash,2,0.0,100.0
faces,33,Resize_50,Resize,50,colorHash,3,0.0,100.0
faces,33,Resize_50,Resize,50,colorHash,4,0.0,100.0
faces,33,Resize_50,Resize,50,colorHash,5,0.0,100.0
faces,33,Resize_50,Resize,50,colorHash,6,0.0,100.0
faces,33,Resize_75,Resize,75,colorHash,2,0.0,100.0
faces,33,Resize_75,Resize,75,colorHash,3,0.0,100.0
faces,33,Resize_75,Resize,75,colorHash,4,0.0,100.0
faces,33,Resize_75,Resize,75,colorHash,5,0.0,100.0
faces,33,Resize_75,Resize,75,colorHash,6,0.0,100.0
faces,33,Resize_90,Resize,90,colorHash,2,0.0,100.0
faces,33,Resize_90,Resize,90,colorHash,3,0.0,100.0
faces,33,Resize_90,Resize,90,colorHash,4,0.0,100.0
faces,33,Resize_90,Resize,90,colorHash,5,0.0,100.0
faces,33,Resize_90,Resize,90,colorHash,6,0.0,100.0
faces,33,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
faces,33,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
faces,33,Downscale_50,Downscale,50,colorHash,4,1.0,98.21428571428571
faces,33,Downscale_50,Downscale,50,colorHash,5,1.0,98.57142857142857
faces,33,Downscale_50,Downscale,50,colorHash,6,1.0,98.80952380952381
faces,33,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
faces,33,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
faces,33,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
faces,33,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
faces,33,Downscale_75,Downscale,75,colorHash,6,0.0,100.0
faces,33,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
faces,33,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
faces,33,Downscale_90,Downscale,90,colorHash,4,0.0,100.0
faces,33,Downscale_90,Downscale,90,colorHash,5,0.0,100.0
faces,33,Downscale_90,Downscale,90,colorHash,6,1.0,98.80952380952381
faces,33,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
faces,33,Occlusion_10,Occlusion,10,colorHash,3,1.0,97.61904761904762
faces,33,Occlusion_10,Occlusion,10,colorHash,4,1.0,98.21428571428571
faces,33,Occlusion_10,Occlusion,10,colorHash,5,1.0,98.57142857142857
faces,33,Occlusion_10,Occlusion,10,colorHash,6,3.0,96.42857142857143
faces,33,Occlusion_25,Occlusion,25,colorHash,2,1.0,96.42857142857143
faces,33,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
faces,33,Occlusion_25,Occlusion,25,colorHash,4,2.0,96.42857142857143
faces,33,Occlusion_25,Occlusion,25,colorHash,5,3.0,95.71428571428571
faces,33,Occlusion_25,Occlusion,25,colorHash,6,4.0,95.23809523809524
faces,33,Occlusion_50,Occlusion,50,colorHash,2,1.0,96.42857142857143
faces,33,Occlusion_50,Occlusion,50,colorHash,3,3.0,92.85714285714286
faces,33,Occlusion_50,Occlusion,50,colorHash,4,3.0,94.64285714285714
faces,33,Occlusion_50,Occlusion,50,colorHash,5,6.0,91.42857142857143
faces,33,Occlusion_50,Occlusion,50,colorHash,6,5.0,94.04761904761905
faces,33,Occlusion_75,Occlusion,75,colorHash,2,3.0,89.28571428571429
faces,33,Occlusion_75,Occlusion,75,colorHash,3,3.0,92.85714285714286
faces,33,Occlusion_75,Occlusion,75,colorHash,4,5.0,91.07142857142857
faces,33,Occlusion_75,Occlusion,75,colorHash,5,5.0,92.85714285714286
faces,33,Occlusion_75,Occlusion,75,colorHash,6,6.0,92.85714285714286
faces,34,Original,Original,0,colorHash,2,0.0,100.0
faces,34,Original,Original,0,colorHash,3,0.0,100.0
faces,34,Original,Original,0,colorHash,4,0.0,100.0
faces,34,Original,Original,0,colorHash,5,0.0,100.0
faces,34,Original,Original,0,colorHash,6,0.0,100.0
faces,34,Compression_90,Compression,90,colorHash,2,0.0,100.0
faces,34,Compression_90,Compression,90,colorHash,3,0.0,100.0
faces,34,Compression_90,Compression,90,colorHash,4,0.0,100.0
faces,34,Compression_90,Compression,90,colorHash,5,0.0,100.0
faces,34,Compression_90,Compression,90,colorHash,6,0.0,100.0
faces,34,Compression_75,Compression,75,colorHash,2,0.0,100.0
faces,34,Compression_75,Compression,75,colorHash,3,0.0,100.0
faces,34,Compression_75,Compression,75,colorHash,4,0.0,100.0
faces,34,Compression_75,Compression,75,colorHash,5,0.0,100.0
faces,34,Compression_75,Compression,75,colorHash,6,0.0,100.0
faces,34,Compression_50,Compression,50,colorHash,2,0.0,100.0
faces,34,Compression_50,Compression,50,colorHash,3,0.0,100.0
faces,34,Compression_50,Compression,50,colorHash,4,0.0,100.0
faces,34,Compression_50,Compression,50,colorHash,5,0.0,100.0
faces,34,Compression_50,Compression,50,colorHash,6,0.0,100.0
faces,34,Compression_25,Compression,25,colorHash,2,0.0,100.0
faces,34,Compression_25,Compression,25,colorHash,3,0.0,100.0
faces,34,Compression_25,Compression,25,colorHash,4,0.0,100.0
faces,34,Compression_25,Compression,25,colorHash,5,1.0,98.57142857142857
faces,34,Compression_25,Compression,25,colorHash,6,3.0,96.42857142857143
faces,34,Compression_10,Compression,10,colorHash,2,0.0,100.0
faces,34,Compression_10,Compression,10,colorHash,3,0.0,100.0
faces,34,Compression_10,Compression,10,colorHash,4,0.0,100.0
faces,34,Compression_10,Compression,10,colorHash,5,2.0,97.14285714285714
faces,34,Compression_10,Compression,10,colorHash,6,4.0,95.23809523809524
faces,34,Resize_50,Resize,50,colorHash,2,0.0,100.0
faces,34,Resize_50,Resize,50,colorHash,3,0.0,100.0
faces,34,Resize_50,Resize,50,colorHash,4,0.0,100.0
faces,34,Resize_50,Resize,50,colorHash,5,0.0,100.0
faces,34,Resize_50,Resize,50,colorHash,6,0.0,100.0
faces,34,Resize_75,Resize,75,colorHash,2,0.0,100.0
faces,34,Resize_75,Resize,75,colorHash,3,0.0,100.0
faces,34,Resize_75,Resize,75,colorHash,4,0.0,100.0
faces,34,Resize_75,Resize,75,colorHash,5,0.0,100.0
faces,34,Resize_75,Resize,75,colorHash,6,0.0,100.0
faces,34,Resize_90,Resize,90,colorHash,2,0.0,100.0
faces,34,Resize_90,Resize,90,colorHash,3,0.0,100.0
faces,34,Resize_90,Resize,90,colorHash,4,0.0,100.0
faces,34,Resize_90,Resize,90,colorHash,5,0.0,100.0
faces,34,Resize_90,Resize,90,colorHash,6,2.0,97.61904761904762
faces,34,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
faces,34,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
faces,34,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
faces,34,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
faces,34,Downscale_50,Downscale,50,colorHash,6,0.0,100.0
faces,34,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
faces,34,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
faces,34,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
faces,34,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
faces,34,Downscale_75,Downscale,75,colorHash,6,0.0,100.0
faces,34,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
faces,34,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
faces,34,Downscale_90,Downscale,90,colorHash,4,1.0,98.21428571428571
faces,34,Downscale_90,Downscale,90,colorHash,5,4.0,94.28571428571429
faces,34,Downscale_90,Downscale,90,colorHash,6,4.0,95.23809523809524
faces,34,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
faces,34,Occlusion_10,Occlusion,10,colorHash,3,1.0,97.61904761904762
faces,34,Occlusion_10,Occlusion,10,colorHash,4,2.0,96.42857142857143
faces,34,Occlusion_10,Occlusion,10,colorHash,5,5.0,92.85714285714286
faces,34,Occlusion_10,Occlusion,10,colorHash,6,3.0,96.42857142857143
faces,34,Occlusion_25,Occlusion,25,colorHash,2,3.0,89.28571428571429
faces,34,Occlusion_25,Occlusion,25,colorHash,3,3.0,92.85714285714286
faces,34,Occlusion_25,Occlusion,25,colorHash,4,4.0,92.85714285714286
faces,34,Occlusion_25,Occlusion,25,colorHash,5,6.0,91.42857142857143
faces,34,Occlusion_25,Occlusion,25,colorHash,6,8.0,90.47619047619048
faces,34,Occlusion_50,Occlusion,50,colorHash,2,3.0,89.28571428571429
faces,34,Occlusion_50,Occlusion,50,colorHash,3,3.0,92.85714285714286
faces,34,Occlusion_50,Occlusion,50,colorHash,4,5.0,91.07142857142857
faces,34,Occlusion_50,Occlusion,50,colorHash,5,8.0,88.57142857142857
faces,34,Occlusion_50,Occlusion,50,colorHash,6,7.0,91.66666666666667
faces,34,Occlusion_75,Occlusion,75,colorHash,2,3.0,89.28571428571429
faces,34,Occlusion_75,Occlusion,75,colorHash,3,4.0,90.47619047619048
faces,34,Occlusion_75,Occlusion,75,colorHash,4,4.0,92.85714285714286
faces,34,Occlusion_75,Occlusion,75,colorHash,5,7.0,90.0
faces,34,Occlusion_75,Occlusion,75,colorHash,6,7.0,91.66666666666667
faces,35,Original,Original,0,colorHash,2,0.0,100.0
faces,35,Original,Original,0,colorHash,3,0.0,100.0
faces,35,Original,Original,0,colorHash,4,0.0,100.0
faces,35,Original,Original,0,colorHash,5,0.0,100.0
faces,35,Original,Original,0,colorHash,6,0.0,100.0
faces,35,Compression_90,Compression,90,colorHash,2,0.0,100.0
faces,35,Compression_90,Compression,90,colorHash,3,0.0,100.0
faces,35,Compression_90,Compression,90,colorHash,4,0.0,100.0
faces,35,Compression_90,Compression,90,colorHash,5,0.0,100.0
faces,35,Compression_90,Compression,90,colorHash,6,0.0,100.0
faces,35,Compression_75,Compression,75,colorHash,2,0.0,100.0
faces,35,Compression_75,Compression,75,colorHash,3,0.0,100.0
faces,35,Compression_75,Compression,75,colorHash,4,0.0,100.0
faces,35,Compression_75,Compression,75,colorHash,5,0.0,100.0
faces,35,Compression_75,Compression,75,colorHash,6,0.0,100.0
faces,35,Compression_50,Compression,50,colorHash,2,0.0,100.0
faces,35,Compression_50,Compression,50,colorHash,3,0.0,100.0
faces,35,Compression_50,Compression,50,colorHash,4,0.0,100.0
faces,35,Compression_50,Compression,50,colorHash,5,1.0,98.57142857142857
faces,35,Compression_50,Compression,50,colorHash,6,1.0,98.80952380952381
faces,35,Compression_25,Compression,25,colorHash,2,0.0,100.0
faces,35,Compression_25,Compression,25,colorHash,3,0.0,100.0
faces,35,Compression_25,Compression,25,colorHash,4,0.0,100.0
faces,35,Compression_25,Compression,25,colorHash,5,0.0,100.0
faces,35,Compression_25,Compression,25,colorHash,6,1.0,98.80952380952381
faces,35,Compression_10,Compression,10,colorHash,2,0.0,100.0
faces,35,Compression_10,Compression,10,colorHash,3,0.0,100.0
faces,35,Compression_10,Compression,10,colorHash,4,2.0,96.42857142857143
faces,35,Compression_10,Compression,10,colorHash,5,5.0,92.85714285714286
faces,35,Compression_10,Compression,10,colorHash,6,4.0,95.23809523809524
faces,35,Resize_50,Resize,50,colorHash,2,0.0,100.0
faces,35,Resize_50,Resize,50,colorHash,3,0.0,100.0
faces,35,Resize_50,Resize,50,colorHash,4,0.0,100.0
faces,35,Resize_50,Resize,50,colorHash,5,0.0,100.0
faces,35,Resize_50,Resize,50,colorHash,6,0.0,100.0
faces,35,Resize_75,Resize,75,colorHash,2,0.0,100.0
faces,35,Resize_75,Resize,75,colorHash,3,0.0,100.0
faces,35,Resize_75,Resize,75,colorHash,4,0.0,100.0
faces,35,Resize_75,Resize,75,colorHash,5,0.0,100.0
faces,35,Resize_75,Resize,75,colorHash,6,0.0,100.0
faces,35,Resize_90,Resize,90,colorHash,2,0.0,100.0
faces,35,Resize_90,Resize,90,colorHash,3,0.0,100.0
faces,35,Resize_90,Resize,90,colorHash,4,0.0,100.0
faces,35,Resize_90,Resize,90,colorHash,5,1.0,98.57142857142857
faces,35,Resize_90,Resize,90,colorHash,6,1.0,98.80952380952381
faces,35,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
faces,35,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
faces,35,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
faces,35,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
faces,35,Downscale_50,Downscale,50,colorHash,6,0.0,100.0
faces,35,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
faces,35,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
faces,35,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
faces,35,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
faces,35,Downscale_75,Downscale,75,colorHash,6,0.0,100.0
faces,35,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
faces,35,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
faces,35,Downscale_90,Downscale,90,colorHash,4,0.0,100.0
faces,35,Downscale_90,Downscale,90,colorHash,5,1.0,98.57142857142857
faces,35,Downscale_90,Downscale,90,colorHash,6,1.0,98.80952380952381
faces,35,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
faces,35,Occlusion_10,Occlusion,10,colorHash,3,0.0,100.0
faces,35,Occlusion_10,Occlusion,10,colorHash,4,2.0,96.42857142857143
faces,35,Occlusion_10,Occlusion,10,colorHash,5,3.0,95.71428571428571
faces,35,Occlusion_10,Occlusion,10,colorHash,6,4.0,95.23809523809524
faces,35,Occlusion_25,Occlusion,25,colorHash,2,1.0,96.42857142857143
faces,35,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
faces,35,Occlusion_25,Occlusion,25,colorHash,4,4.0,92.85714285714286
faces,35,Occlusion_25,Occlusion,25,colorHash,5,5.0,92.85714285714286
faces,35,Occlusion_25,Occlusion,25,colorHash,6,7.0,91.66666666666667
faces,35,Occlusion_50,Occlusion,50,colorHash,2,2.0,92.85714285714286
faces,35,Occlusion_50,Occlusion,50,colorHash,3,4.0,90.47619047619048
faces,35,Occlusion_50,Occlusion,50,colorHash,4,5.0,91.07142857142857
faces,35,Occlusion_50,Occlusion,50,colorHash,5,7.0,90.0
faces,35,Occlusion_50,Occlusion,50,colorHash,6,9.0,89.28571428571429
faces,35,Occlusion_75,Occlusion,75,colorHash,2,3.0,89.28571428571429
faces,35,Occlusion_75,Occlusion,75,colorHash,3,4.0,90.47619047619048
faces,35,Occlusion_75,Occlusion,75,colorHash,4,7.0,87.5
faces,35,Occlusion_75,Occlusion,75,colorHash,5,7.0,90.0
faces,35,Occlusion_75,Occlusion,75,colorHash,6,9.0,89.28571428571429
faces,36,Original,Original,0,colorHash,2,0.0,100.0
faces,36,Original,Original,0,colorHash,3,0.0,100.0
faces,36,Original,Original,0,colorHash,4,0.0,100.0
faces,36,Original,Original,0,colorHash,5,0.0,100.0
faces,36,Original,Original,0,colorHash,6,0.0,100.0
faces,36,Compression_90,Compression,90,colorHash,2,0.0,100.0
faces,36,Compression_90,Compression,90,colorHash,3,0.0,100.0
faces,36,Compression_90,Compression,90,colorHash,4,0.0,100.0
faces,36,Compression_90,Compression,90,colorHash,5,0.0,100.0
faces,36,Compression_90,Compression,90,colorHash,6,0.0,100.0
faces,36,Compression_75,Compression,75,colorHash,2,0.0,100.0
faces,36,Compression_75,Compression,75,colorHash,3,0.0,100.0
faces,36,Compression_75,Compression,75,colorHash,4,0.0,100.0
faces,36,Compression_75,Compression,75,colorHash,5,0.0,100.0
faces,36,Compression_75,Compression,75,colorHash,6,0.0,100.0
faces,36,Compression_50,Compression,50,colorHash,2,0.0,100.0
faces,36,Compression_50,Compression,50,colorHash,3,0.0,100.0
faces,36,Compression_50,Compression,50,colorHash,4,0.0,100.0
faces,36,Compression_50,Compression,50,colorHash,5,0.0,100.0
faces,36,Compression_50,Compression,50,colorHash,6,0.0,100.0
faces,36,Compression_25,Compression,25,colorHash,2,0.0,100.0
faces,36,Compression_25,Compression,25,colorHash,3,0.0,100.0
faces,36,Compression_25,Compression,25,colorHash,4,0.0,100.0
faces,36,Compression_25,Compression,25,colorHash,5,0.0,100.0
faces,36,Compression_25,Compression,25,colorHash,6,0.0,100.0
faces,36,Compression_10,Compression,10,colorHash,2,2.0,92.85714285714286
faces,36,Compression_10,Compression,10,colorHash,3,2.0,95.23809523809524
faces,36,Compression_10,Compression,10,colorHash,4,3.0,94.64285714285714
faces,36,Compression_10,Compression,10,colorHash,5,3.0,95.71428571428571
faces,36,Compression_10,Compression,10,colorHash,6,4.0,95.23809523809524
faces,36,Resize_50,Resize,50,colorHash,2,0.0,100.0
faces,36,Resize_50,Resize,50,colorHash,3,0.0,100.0
faces,36,Resize_50,Resize,50,colorHash,4,0.0,100.0
faces,36,Resize_50,Resize,50,colorHash,5,0.0,100.0
faces,36,Resize_50,Resize,50,colorHash,6,0.0,100.0
faces,36,Resize_75,Resize,75,colorHash,2,0.0,100.0
faces,36,Resize_75,Resize,75,colorHash,3,0.0,100.0
faces,36,Resize_75,Resize,75,colorHash,4,0.0,100.0
faces,36,Resize_75,Resize,75,colorHash,5,0.0,100.0
faces,36,Resize_75,Resize,75,colorHash,6,0.0,100.0
faces,36,Resize_90,Resize,90,colorHash,2,0.0,100.0
faces,36,Resize_90,Resize,90,colorHash,3,0.0,100.0
faces,36,Resize_90,Resize,90,colorHash,4,0.0,100.0
faces,36,Resize_90,Resize,90,colorHash,5,1.0,98.57142857142857
faces,36,Resize_90,Resize,90,colorHash,6,2.0,97.61904761904762
faces,36,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
faces,36,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
faces,36,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
faces,36,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
faces,36,Downscale_50,Downscale,50,colorHash,6,0.0,100.0
faces,36,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
faces,36,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
faces,36,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
faces,36,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
faces,36,Downscale_75,Downscale,75,colorHash,6,0.0,100.0
faces,36,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
faces,36,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
faces,36,Downscale_90,Downscale,90,colorHash,4,0.0,100.0
faces,36,Downscale_90,Downscale,90,colorHash,5,1.0,98.57142857142857
faces,36,Downscale_90,Downscale,90,colorHash,6,2.0,97.61904761904762
faces,36,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
faces,36,Occlusion_10,Occlusion,10,colorHash,3,0.0,100.0
faces,36,Occlusion_10,Occlusion,10,colorHash,4,1.0,98.21428571428571
faces,36,Occlusion_10,Occlusion,10,colorHash,5,4.0,94.28571428571429
faces,36,Occlusion_10,Occlusion,10,colorHash,6,6.0,92.85714285714286
faces,36,Occlusion_25,Occlusion,25,colorHash,2,1.0,96.42857142857143
faces,36,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
faces,36,Occlusion_25,Occlusion,25,colorHash,4,4.0,92.85714285714286
faces,36,Occlusion_25,Occlusion,25,colorHash,5,5.0,92.85714285714286
faces,36,Occlusion_25,Occlusion,25,colorHash,6,6.0,92.85714285714286
faces,36,Occlusion_50,Occlusion,50,colorHash,2,1.0,96.42857142857143
faces,36,Occlusion_50,Occlusion,50,colorHash,3,3.0,92.85714285714286
faces,36,Occlusion_50,Occlusion,50,colorHash,4,3.0,94.64285714285714
faces,36,Occlusion_50,Occlusion,50,colorHash,5,8.0,88.57142857142857
faces,36,Occlusion_50,Occlusion,50,colorHash,6,7.0,91.66666666666667
faces,36,Occlusion_75,Occlusion,75,colorHash,2,3.0,89.28571428571429
faces,36,Occlusion_75,Occlusion,75,colorHash,3,3.0,92.85714285714286
faces,36,Occlusion_75,Occlusion,75,colorHash,4,7.0,87.5
faces,36,Occlusion_75,Occlusion,75,colorHash,5,6.0,91.42857142857143
faces,36,Occlusion_75,Occlusion,75,colorHash,6,11.0,86.9047619047619
faces,37,Original,Original,0,colorHash,2,0.0,100.0
faces,37,Original,Original,0,colorHash,3,0.0,100.0
faces,37,Original,Original,0,colorHash,4,0.0,100.0
faces,37,Original,Original,0,colorHash,5,0.0,100.0
faces,37,Original,Original,0,colorHash,6,0.0,100.0
faces,37,Compression_90,Compression,90,colorHash,2,0.0,100.0
faces,37,Compression_90,Compression,90,colorHash,3,0.0,100.0
faces,37,Compression_90,Compression,90,colorHash,4,0.0,100.0
faces,37,Compression_90,Compression,90,colorHash,5,0.0,100.0
faces,37,Compression_90,Compression,90,colorHash,6,0.0,100.0
faces,37,Compression_75,Compression,75,colorHash,2,0.0,100.0
faces,37,Compression_75,Compression,75,colorHash,3,0.0,100.0
faces,37,Compression_75,Compression,75,colorHash,4,0.0,100.0
faces,37,Compression_75,Compression,75,colorHash,5,0.0,100.0
faces,37,Compression_75,Compression,75,colorHash,6,1.0,98.80952380952381
faces,37,Compression_50,Compression,50,colorHash,2,0.0,100.0
faces,37,Compression_50,Compression,50,colorHash,3,0.0,100.0
faces,37,Compression_50,Compression,50,colorHash,4,1.0,98.21428571428571
faces,37,Compression_50,Compression,50,colorHash,5,3.0,95.71428571428571
faces,37,Compression_50,Compression,50,colorHash,6,6.0,92.85714285714286
faces,37,Compression_25,Compression,25,colorHash,2,0.0,100.0
faces,37,Compression_25,Compression,25,colorHash,3,0.0,100.0
faces,37,Compression_25,Compression,25,colorHash,4,0.0,100.0
faces,37,Compression_25,Compression,25,colorHash,5,2.0,97.14285714285714
faces,37,Compression_25,Compression,25,colorHash,6,4.0,95.23809523809524
faces,37,Compression_10,Compression,10,colorHash,2,1.0,96.42857142857143
faces,37,Compression_10,Compression,10,colorHash,3,2.0,95.23809523809524
faces,37,Compression_10,Compression,10,colorHash,4,3.0,94.64285714285714
faces,37,Compression_10,Compression,10,colorHash,5,6.0,91.42857142857143
faces,37,Compression_10,Compression,10,colorHash,6,6.0,92.85714285714286
faces,37,Resize_50,Resize,50,colorHash,2,0.0,100.0
faces,37,Resize_50,Resize,50,colorHash,3,0.0,100.0
faces,37,Resize_50,Resize,50,colorHash,4,0.0,100.0
faces,37,Resize_50,Resize,50,colorHash,5,0.0,100.0
faces,37,Resize_50,Resize,50,colorHash,6,0.0,100.0
faces,37,Resize_75,Resize,75,colorHash,2,0.0,100.0
faces,37,Resize_75,Resize,75,colorHash,3,0.0,100.0
faces,37,Resize_75,Resize,75,colorHash,4,0.0,100.0
faces,37,Resize_75,Resize,75,colorHash,5,1.0,98.57142857142857
faces,37,Resize_75,Resize,75,colorHash,6,2.0,97.61904761904762
faces,37,Resize_90,Resize,90,colorHash,2,1.0,96.42857142857143
faces,37,Resize_90,Resize,90,colorHash,3,2.0,95.23809523809524
faces,37,Resize_90,Resize,90,colorHash,4,3.0,94.64285714285714
faces,37,Resize_90,Resize,90,colorHash,5,4.0,94.28571428571429
faces,37,Resize_90,Resize,90,colorHash,6,6.0,92.85714285714286
faces,37,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
faces,37,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
faces,37,Downscale_50,Downscale,50,colorHash,4,1.0,98.21428571428571
faces,37,Downscale_50,Downscale,50,colorHash,5,1.0,98.57142857142857
faces,37,Downscale_50,Downscale,50,colorHash,6,2.0,97.61904761904762
faces,37,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
faces,37,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
faces,37,Downscale_75,Downscale,75,colorHash,4,1.0,98.21428571428571
faces,37,Downscale_75,Downscale,75,colorHash,5,1.0,98.57142857142857
faces,37,Downscale_75,Downscale,75,colorHash,6,3.0,96.42857142857143
faces,37,Downscale_90,Downscale,90,colorHash,2,1.0,96.42857142857143
faces,37,Downscale_90,Downscale,90,colorHash,3,2.0,95.23809523809524
faces,37,Downscale_90,Downscale,90,colorHash,4,4.0,92.85714285714286
faces,37,Downscale_90,Downscale,90,colorHash,5,6.0,91.42857142857143
