Categorie,Image_ID,Attaque_Complete,Type_Attaque,Intensite,Algorithme,Param_binbits,Distance,Similarite_Pct
logos,13,Occlusion_10,Occlusion,10,colorHash,6,5.0,94.04761904761905
logos,13,Occlusion_25,Occlusion,25,colorHash,2,4.0,85.71428571428572
logos,13,Occlusion_25,Occlusion,25,colorHash,3,5.0,88.0952380952381
logos,13,Occlusion_25,Occlusion,25,colorHash,4,8.0,85.71428571428572
logos,13,Occlusion_25,Occlusion,25,colorHash,5,9.0,87.14285714285714
logos,13,Occlusion_25,Occlusion,25,colorHash,6,13.0,84.52380952380952
logos,13,Occlusion_50,Occlusion,50,colorHash,2,4.0,85.71428571428572
logos,13,Occlusion_50,Occlusion,50,colorHash,3,7.0,83.33333333333334
logos,13,Occlusion_50,Occlusion,50,colorHash,4,9.0,83.92857142857143
logos,13,Occlusion_50,Occlusion,50,colorHash,5,11.0,84.28571428571429
logos,13,Occlusion_50,Occlusion,50,colorHash,6,14.0,83.33333333333334
logos,13,Occlusion_75,Occlusion,75,colorHash,2,6.0,78.57142857142857
logos,13,Occlusion_75,Occlusion,75,colorHash,3,8.0,80.95238095238095
logos,13,Occlusion_75,Occlusion,75,colorHash,4,11.0,80.35714285714286
logos,13,Occlusion_75,Occlusion,75,colorHash,5,12.0,82.85714285714286
logos,13,Occlusion_75,Occlusion,75,colorHash,6,16.0,80.95238095238095
logos,14,Original,Original,0,colorHash,2,0.0,100.0
logos,14,Original,Original,0,colorHash,3,0.0,100.0
logos,14,Original,Original,0,colorHash,4,0.0,100.0
logos,14,Original,Original,0,colorHash,5,0.0,100.0
logos,14,Original,Original,0,colorHash,6,0.0,100.0
logos,14,Compression_90,Compression,90,colorHash,2,0.0,100.0
logos,14,Compression_90,Compression,90,colorHash,3,0.0,100.0
logos,14,Compression_90,Compression,90,colorHash,4,0.0,100.0
logos,14,Compression_90,Compression,90,colorHash,5,0.0,100.0
logos,14,Compression_90,Compression,90,colorHash,6,0.0,100.0
logos,14,Compression_75,Compression,75,colorHash,2,0.0,100.0
logos,14,Compression_75,Compression,75,colorHash,3,0.0,100.0
logos,14,Compression_75,Compression,75,colorHash,4,0.0,100.0
logos,14,Compression_75,Compression,75,colorHash,5,0.0,100.0
logos,14,Compression_75,Compression,75,colorHash,6,0.0,100.0
logos,14,Compression_50,Compression,50,colorHash,2,0.0,100.0
logos,14,Compression_50,Compression,50,colorHash,3,0.0,100.0
logos,14,Compression_50,Compression,50,colorHash,4,0.0,100.0
logos,14,Compression_50,Compression,50,colorHash,5,0.0,100.0
logos,14,Compression_50,Compression,50,colorHash,6,0.0,100.0
logos,14,Compression_25,Compression,25,colorHash,2,0.0,100.0
logos,14,Compression_25,Compression,25,colorHash,3,0.0,100.0
logos,14,Compression_25,Compression,25,colorHash,4,0.0,100.0
logos,14,Compression_25,Compression,25,colorHash,5,0.0,100.0
logos,14,Compression_25,Compression,25,colorHash,6,0.0,100.0
logos,14,Compression_10,Compression,10,colorHash,2,0.0,100.0
logos,14,Compression_10,Compression,10,colorHash,3,0.0,100.0
logos,14,Compression_10,Compression,10,colorHash,4,0.0,100.0
logos,14,Compression_10,Compression,10,colorHash,5,0.0,100.0
logos,14,Compression_10,Compression,10,colorHash,6,0.0,100.0
logos,14,Resize_50,Resize,50,colorHash,2,0.0,100.0
logos,14,Resize_50,Resize,50,colorHash,3,0.0,100.0
logos,14,Resize_50,Resize,50,colorHash,4,0.0,100.0
logos,14,Resize_50,Resize,50,colorHash,5,0.0,100.0
logos,14,Resize_50,Resize,50,colorHash,6,0.0,100.0
logos,14,Resize_75,Resize,75,colorHash,2,0.0,100.0
logos,14,Resize_75,Resize,75,colorHash,3,0.0,100.0
logos,14,Resize_75,Resize,75,colorHash,4,0.0,100.0
logos,14,Resize_75,Resize,75,colorHash,5,0.0,100.0
logos,14,Resize_75,Resize,75,colorHash,6,0.0,100.0
logos,14,Resize_90,Resize,90,colorHash,2,0.0,100.0
logos,14,Resize_90,Resize,90,colorHash,3,0.0,100.0
logos,14,Resize_90,Resize,90,colorHash,4,0.0,100.0
logos,14,Resize_90,Resize,90,colorHash,5,0.0,100.0
logos,14,Resize_90,Resize,90,colorHash,6,0.0,100.0
logos,14,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
logos,14,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
logos,14,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
logos,14,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
logos,14,Downscale_50,Downscale,50,colorHash,6,0.0,100.0
logos,14,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
logos,14,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
logos,14,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
logos,14,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
logos,14,Downscale_75,Downscale,75,colorHash,6,0.0,100.0
logos,14,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
logos,14,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
logos,14,Downscale_90,Downscale,90,colorHash,4,0.0,100.0
logos,14,Downscale_90,Downscale,90,colorHash,5,0.0,100.0
logos,14,Downscale_90,Downscale,90,colorHash,6,0.0,100.0
logos,14,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
logos,14,Occlusion_10,Occlusion,10,colorHash,3,0.0,100.0
logos,14,Occlusion_10,Occlusion,10,colorHash,4,2.0,96.42857142857143
logos,14,Occlusion_10,Occlusion,10,colorHash,5,3.0,95.71428571428571
logos,14,Occlusion_10,Occlusion,10,colorHash,6,3.0,96.42857142857143
logos,14,Occlusion_25,Occlusion,25,colorHash,2,2.0,92.85714285714286
logos,14,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
logos,14,Occlusion_25,Occlusion,25,colorHash,4,2.0,96.42857142857143
logos,14,Occlusion_25,Occlusion,25,colorHash,5,2.0,97.14285714285714
logos,14,Occlusion_25,Occlusion,25,colorHash,6,3.0,96.42857142857143
logos,14,Occlusion_50,Occlusion,50,colorHash,2,2.0,92.85714285714286
logos,14,Occlusion_50,Occlusion,50,colorHash,3,3.0,92.85714285714286
logos,14,Occlusion_50,Occlusion,50,colorHash,4,3.0,94.64285714285714
logos,14,Occlusion_50,Occlusion,50,colorHash,5,4.0,94.28571428571429
logos,14,Occlusion_50,Occlusion,50,colorHash,6,4.0,95.23809523809524
logos,14,Occlusion_75,Occlusion,75,colorHash,2,4.0,85.71428571428572
logos,14,Occlusion_75,Occlusion,75,colorHash,3,4.0,90.47619047619048
logos,14,Occlusion_75,Occlusion,75,colorHash,4,5.0,91.07142857142857
logos,14,Occlusion_75,Occlusion,75,colorHash,5,5.0,92.85714285714286
logos,14,Occlusion_75,Occlusion,75,colorHash,6,6.0,92.85714285714286
logos,15,Original,Original,0,colorHash,2,0.0,100.0
logos,15,Original,Original,0,colorHash,3,0.0,100.0
logos,15,Original,Original,0,colorHash,4,0.0,100.0
logos,15,Original,Original,0,colorHash,5,0.0,100.0
logos,15,Original,Original,0,colorHash,6,0.0,100.0
logos,15,Compression_90,Compression,90,colorHash,2,0.0,100.0
logos,15,Compression_90,Compression,90,colorHash,3,0.0,100.0
logos,15,Compression_90,Compression,90,colorHash,4,0.0,100.0
logos,15,Compression_90,Compression,90,colorHash,5,0.0,100.0
logos,15,Compression_90,Compression,90,colorHash,6,1.0,98.80952380952381
logos,15,Compression_75,Compression,75,colorHash,2,0.0,100.0
logos,15,Compression_75,Compression,75,colorHash,3,0.0,100.0
logos,15,Compression_75,Compression,75,colorHash,4,0.0,100.0
logos,15,Compression_75,Compression,75,colorHash,5,0.0,100.0
logos,15,Compression_75,Compression,75,colorHash,6,1.0,98.80952380952381
logos,15,Compression_50,Compression,50,colorHash,2,0.0,100.0
logos,15,Compression_50,Compression,50,colorHash,3,0.0,100.0
logos,15,Compression_50,Compression,50,colorHash,4,0.0,100.0
logos,15,Compression_50,Compression,50,colorHash,5,0.0,100.0
logos,15,Compression_50,Compression,50,colorHash,6,1.0,98.80952380952381
logos,15,Compression_25,Compression,25,colorHash,2,0.0,100.0
logos,15,Compression_25,Compression,25,colorHash,3,0.0,100.0
logos,15,Compression_25,Compression,25,colorHash,4,0.0,100.0
logos,15,Compression_25,Compression,25,colorHash,5,0.0,100.0
logos,15,Compression_25,Compression,25,colorHash,6,1.0,98.80952380952381
logos,15,Compression_10,Compression,10,colorHash,2,0.0,100.0
logos,15,Compression_10,Compression,10,colorHash,3,0.0,100.0
logos,15,Compression_10,Compression,10,colorHash,4,0.0,100.0
logos,15,Compression_10,Compression,10,colorHash,5,0.0,100.0
logos,15,Compression_10,Compression,10,colorHash,6,2.0,97.61904761904762
logos,15,Resize_50,Resize,50,colorHash,2,0.0,100.0
logos,15,Resize_50,Resize,50,colorHash,3,0.0,100.0
logos,15,Resize_50,Resize,50,colorHash,4,0.0,100.0
logos,15,Resize_50,Resize,50,colorHash,5,0.0,100.0
logos,15,Resize_50,Resize,50,colorHash,6,1.0,98.80952380952381
logos,15,Resize_75,Resize,75,colorHash,2,0.0,100.0
logos,15,Resize_75,Resize,75,colorHash,3,0.0,100.0
logos,15,Resize_75,Resize,75,colorHash,4,0.0,100.0
logos,15,Resize_75,Resize,75,colorHash,5,0.0,100.0
logos,15,Resize_75,Resize,75,colorHash,6,1.0,98.80952380952381
logos,15,Resize_90,Resize,90,colorHash,2,0.0,100.0
logos,15,Resize_90,Resize,90,colorHash,3,0.0,100.0
logos,15,Resize_90,Resize,90,colorHash,4,0.0,100.0
logos,15,Resize_90,Resize,90,colorHash,5,0.0,100.0
logos,15,Resize_90,Resize,90,colorHash,6,1.0,98.80952380952381
logos,15,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
logos,15,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
logos,15,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
logos,15,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
logos,15,Downscale_50,Downscale,50,colorHash,6,1.0,98.80952380952381
logos,15,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
logos,15,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
logos,15,Downscale_75,Downscale,75,colorHash,4,0.0,100.0
logos,15,Downscale_75,Downscale,75,colorHash,5,0.0,100.0
logos,15,Downscale_75,Downscale,75,colorHash,6,1.0,98.80952380952381
logos,15,Downscale_90,Downscale,90,colorHash,2,0.0,100.0
logos,15,Downscale_90,Downscale,90,colorHash,3,0.0,100.0
logos,15,Downscale_90,Downscale,90,colorHash,4,0.0,100.0
logos,15,Downscale_90,Downscale,90,colorHash,5,0.0,100.0
logos,15,Downscale_90,Downscale,90,colorHash,6,1.0,98.80952380952381
logos,15,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
logos,15,Occlusion_10,Occlusion,10,colorHash,3,1.0,97.61904761904762
logos,15,Occlusion_10,Occlusion,10,colorHash,4,2.0,96.42857142857143
logos,15,Occlusion_10,Occlusion,10,colorHash,5,2.0,97.14285714285714
logos,15,Occlusion_10,Occlusion,10,colorHash,6,3.0,96.42857142857143
logos,15,Occlusion_25,Occlusion,25,colorHash,2,2.0,92.85714285714286
logos,15,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
logos,15,Occlusion_25,Occlusion,25,colorHash,4,3.0,94.64285714285714
logos,15,Occlusion_25,Occlusion,25,colorHash,5,2.0,97.14285714285714
logos,15,Occlusion_25,Occlusion,25,colorHash,6,4.0,95.23809523809524
logos,15,Occlusion_50,Occlusion,50,colorHash,2,4.0,85.71428571428572
logos,15,Occlusion_50,Occlusion,50,colorHash,3,6.0,85.71428571428572
logos,15,Occlusion_50,Occlusion,50,colorHash,4,8.0,85.71428571428572
logos,15,Occlusion_50,Occlusion,50,colorHash,5,9.0,87.14285714285714
logos,15,Occlusion_50,Occlusion,50,colorHash,6,11.0,86.9047619047619
logos,15,Occlusion_75,Occlusion,75,colorHash,2,6.0,78.57142857142857
logos,15,Occlusion_75,Occlusion,75,colorHash,3,7.0,83.33333333333334
logos,15,Occlusion_75,Occlusion,75,colorHash,4,10.0,82.14285714285714
logos,15,Occlusion_75,Occlusion,75,colorHash,5,10.0,85.71428571428572
logos,15,Occlusion_75,Occlusion,75,colorHash,6,13.0,84.52380952380952
logos,16,Original,Original,0,colorHash,2,0.0,100.0
logos,16,Original,Original,0,colorHash,3,0.0,100.0
logos,16,Original,Original,0,colorHash,4,0.0,100.0
logos,16,Original,Original,0,colorHash,5,0.0,100.0
logos,16,Original,Original,0,colorHash,6,0.0,100.0
logos,16,Compression_90,Compression,90,colorHash,2,0.0,100.0
logos,16,Compression_90,Compression,90,colorHash,3,0.0,100.0
logos,16,Compression_90,Compression,90,colorHash,4,1.0,98.21428571428571
logos,16,Compression_90,Compression,90,colorHash,5,3.0,95.71428571428571
logos,16,Compression_90,Compression,90,colorHash,6,0.0,100.0
logos,16,Compression_75,Compression,75,colorHash,2,0.0,100.0
logos,16,Compression_75,Compression,75,colorHash,3,0.0,100.0
logos,16,Compression_75,Compression,75,colorHash,4,2.0,96.42857142857143
logos,16,Compression_75,Compression,75,colorHash,5,3.0,95.71428571428571
logos,16,Compression_75,Compression,75,colorHash,6,4.0,95.23809523809524
logos,16,Compression_50,Compression,50,colorHash,2,2.0,92.85714285714286
logos,16,Compression_50,Compression,50,colorHash,3,2.0,95.23809523809524
logos,16,Compression_50,Compression,50,colorHash,4,3.0,94.64285714285714
logos,16,Compression_50,Compression,50,colorHash,5,3.0,95.71428571428571
logos,16,Compression_50,Compression,50,colorHash,6,3.0,96.42857142857143
logos,16,Compression_25,Compression,25,colorHash,2,2.0,92.85714285714286
logos,16,Compression_25,Compression,25,colorHash,3,2.0,95.23809523809524
logos,16,Compression_25,Compression,25,colorHash,4,5.0,91.07142857142857
logos,16,Compression_25,Compression,25,colorHash,5,3.0,95.71428571428571
logos,16,Compression_25,Compression,25,colorHash,6,7.0,91.66666666666667
logos,16,Compression_10,Compression,10,colorHash,2,1.0,96.42857142857143
logos,16,Compression_10,Compression,10,colorHash,3,5.0,88.0952380952381
logos,16,Compression_10,Compression,10,colorHash,4,5.0,91.07142857142857
logos,16,Compression_10,Compression,10,colorHash,5,8.0,88.57142857142857
logos,16,Compression_10,Compression,10,colorHash,6,11.0,86.9047619047619
logos,16,Resize_50,Resize,50,colorHash,2,0.0,100.0
logos,16,Resize_50,Resize,50,colorHash,3,0.0,100.0
logos,16,Resize_50,Resize,50,colorHash,4,0.0,100.0
logos,16,Resize_50,Resize,50,colorHash,5,0.0,100.0
logos,16,Resize_50,Resize,50,colorHash,6,1.0,98.80952380952381
logos,16,Resize_75,Resize,75,colorHash,2,0.0,100.0
logos,16,Resize_75,Resize,75,colorHash,3,0.0,100.0
logos,16,Resize_75,Resize,75,colorHash,4,2.0,96.42857142857143
logos,16,Resize_75,Resize,75,colorHash,5,3.0,95.71428571428571
logos,16,Resize_75,Resize,75,colorHash,6,4.0,95.23809523809524
logos,16,Resize_90,Resize,90,colorHash,2,4.0,85.71428571428572
logos,16,Resize_90,Resize,90,colorHash,3,3.0,92.85714285714286
logos,16,Resize_90,Resize,90,colorHash,4,8.0,85.71428571428572
logos,16,Resize_90,Resize,90,colorHash,5,6.0,91.42857142857143
logos,16,Resize_90,Resize,90,colorHash,6,7.0,91.66666666666667
logos,16,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
logos,16,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
logos,16,Downscale_50,Downscale,50,colorHash,4,1.0,98.21428571428571
logos,16,Downscale_50,Downscale,50,colorHash,5,3.0,95.71428571428571
logos,16,Downscale_50,Downscale,50,colorHash,6,0.0,100.0
logos,16,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
logos,16,Downscale_75,Downscale,75,colorHash,3,1.0,97.61904761904762
logos,16,Downscale_75,Downscale,75,colorHash,4,1.0,98.21428571428571
logos,16,Downscale_75,Downscale,75,colorHash,5,4.0,94.28571428571429
logos,16,Downscale_75,Downscale,75,colorHash,6,5.0,94.04761904761905
logos,16,Downscale_90,Downscale,90,colorHash,2,2.0,92.85714285714286
logos,16,Downscale_90,Downscale,90,colorHash,3,4.0,90.47619047619048
logos,16,Downscale_90,Downscale,90,colorHash,4,6.0,89.28571428571429
logos,16,Downscale_90,Downscale,90,colorHash,5,9.0,87.14285714285714
logos,16,Downscale_90,Downscale,90,colorHash,6,10.0,88.0952380952381
logos,16,Occlusion_10,Occlusion,10,colorHash,2,4.0,85.71428571428572
logos,16,Occlusion_10,Occlusion,10,colorHash,3,4.0,90.47619047619048
logos,16,Occlusion_10,Occlusion,10,colorHash,4,7.0,87.5
logos,16,Occlusion_10,Occlusion,10,colorHash,5,7.0,90.0
logos,16,Occlusion_10,Occlusion,10,colorHash,6,9.0,89.28571428571429
logos,16,Occlusion_25,Occlusion,25,colorHash,2,4.0,85.71428571428572
logos,16,Occlusion_25,Occlusion,25,colorHash,3,3.0,92.85714285714286
logos,16,Occlusion_25,Occlusion,25,colorHash,4,7.0,87.5
logos,16,Occlusion_25,Occlusion,25,colorHash,5,7.0,90.0
logos,16,Occlusion_25,Occlusion,25,colorHash,6,11.0,86.9047619047619
logos,16,Occlusion_50,Occlusion,50,colorHash,2,4.0,85.71428571428572
logos,16,Occlusion_50,Occlusion,50,colorHash,3,6.0,85.71428571428572
logos,16,Occlusion_50,Occlusion,50,colorHash,4,10.0,82.14285714285714
logos,16,Occlusion_50,Occlusion,50,colorHash,5,14.0,80.0
logos,16,Occlusion_50,Occlusion,50,colorHash,6,16.0,80.95238095238095
logos,16,Occlusion_75,Occlusion,75,colorHash,2,6.0,78.57142857142857
logos,16,Occlusion_75,Occlusion,75,colorHash,3,7.0,83.33333333333334
logos,16,Occlusion_75,Occlusion,75,colorHash,4,12.0,78.57142857142857
logos,16,Occlusion_75,Occlusion,75,colorHash,5,15.0,78.57142857142857
logos,16,Occlusion_75,Occlusion,75,colorHash,6,18.0,78.57142857142857
logos,17,Original,Original,0,colorHash,2,0.0,100.0
logos,17,Original,Original,0,colorHash,3,0.0,100.0
logos,17,Original,Original,0,colorHash,4,0.0,100.0
logos,17,Original,Original,0,colorHash,5,0.0,100.0
logos,17,Original,Original,0,colorHash,6,0.0,100.0
logos,17,Compression_90,Compression,90,colorHash,2,0.0,100.0
logos,17,Compression_90,Compression,90,colorHash,3,2.0,95.23809523809524
logos,17,Compression_90,Compression,90,colorHash,4,3.0,94.64285714285714
logos,17,Compression_90,Compression,90,colorHash,5,3.0,95.71428571428571
logos,17,Compression_90,Compression,90,colorHash,6,6.0,92.85714285714286
logos,17,Compression_75,Compression,75,colorHash,2,0.0,100.0
logos,17,Compression_75,Compression,75,colorHash,3,2.0,95.23809523809524
logos,17,Compression_75,Compression,75,colorHash,4,2.0,96.42857142857143
logos,17,Compression_75,Compression,75,colorHash,5,4.0,94.28571428571429
logos,17,Compression_75,Compression,75,colorHash,6,7.0,91.66666666666667
logos,17,Compression_50,Compression,50,colorHash,2,0.0,100.0
logos,17,Compression_50,Compression,50,colorHash,3,2.0,95.23809523809524
logos,17,Compression_50,Compression,50,colorHash,4,2.0,96.42857142857143
logos,17,Compression_50,Compression,50,colorHash,5,4.0,94.28571428571429
logos,17,Compression_50,Compression,50,colorHash,6,7.0,91.66666666666667
logos,17,Compression_25,Compression,25,colorHash,2,1.0,96.42857142857143
logos,17,Compression_25,Compression,25,colorHash,3,1.0,97.61904761904762
logos,17,Compression_25,Compression,25,colorHash,4,3.0,94.64285714285714
logos,17,Compression_25,Compression,25,colorHash,5,4.0,94.28571428571429
logos,17,Compression_25,Compression,25,colorHash,6,7.0,91.66666666666667
logos,17,Compression_10,Compression,10,colorHash,2,1.0,96.42857142857143
logos,17,Compression_10,Compression,10,colorHash,3,1.0,97.61904761904762
logos,17,Compression_10,Compression,10,colorHash,4,4.0,92.85714285714286
logos,17,Compression_10,Compression,10,colorHash,5,3.0,95.71428571428571
logos,17,Compression_10,Compression,10,colorHash,6,8.0,90.47619047619048
logos,17,Resize_50,Resize,50,colorHash,2,0.0,100.0
logos,17,Resize_50,Resize,50,colorHash,3,2.0,95.23809523809524
logos,17,Resize_50,Resize,50,colorHash,4,3.0,94.64285714285714
logos,17,Resize_50,Resize,50,colorHash,5,4.0,94.28571428571429
logos,17,Resize_50,Resize,50,colorHash,6,5.0,94.04761904761905
logos,17,Resize_75,Resize,75,colorHash,2,0.0,100.0
logos,17,Resize_75,Resize,75,colorHash,3,2.0,95.23809523809524
logos,17,Resize_75,Resize,75,colorHash,4,1.0,98.21428571428571
logos,17,Resize_75,Resize,75,colorHash,5,3.0,95.71428571428571
logos,17,Resize_75,Resize,75,colorHash,6,3.0,96.42857142857143
logos,17,Resize_90,Resize,90,colorHash,2,2.0,92.85714285714286
logos,17,Resize_90,Resize,90,colorHash,3,3.0,92.85714285714286
logos,17,Resize_90,Resize,90,colorHash,4,3.0,94.64285714285714
logos,17,Resize_90,Resize,90,colorHash,5,4.0,94.28571428571429
logos,17,Resize_90,Resize,90,colorHash,6,6.0,92.85714285714286
logos,17,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
logos,17,Downscale_50,Downscale,50,colorHash,3,2.0,95.23809523809524
logos,17,Downscale_50,Downscale,50,colorHash,4,2.0,96.42857142857143
logos,17,Downscale_50,Downscale,50,colorHash,5,4.0,94.28571428571429
logos,17,Downscale_50,Downscale,50,colorHash,6,6.0,92.85714285714286
logos,17,Downscale_75,Downscale,75,colorHash,2,2.0,92.85714285714286
logos,17,Downscale_75,Downscale,75,colorHash,3,1.0,97.61904761904762
logos,17,Downscale_75,Downscale,75,colorHash,4,4.0,92.85714285714286
logos,17,Downscale_75,Downscale,75,colorHash,5,4.0,94.28571428571429
logos,17,Downscale_75,Downscale,75,colorHash,6,7.0,91.66666666666667
logos,17,Downscale_90,Downscale,90,colorHash,2,2.0,92.85714285714286
logos,17,Downscale_90,Downscale,90,colorHash,3,3.0,92.85714285714286
logos,17,Downscale_90,Downscale,90,colorHash,4,3.0,94.64285714285714
logos,17,Downscale_90,Downscale,90,colorHash,5,5.0,92.85714285714286
logos,17,Downscale_90,Downscale,90,colorHash,6,6.0,92.85714285714286
logos,17,Occlusion_10,Occlusion,10,colorHash,2,0.0,100.0
logos,17,Occlusion_10,Occlusion,10,colorHash,3,1.0,97.61904761904762
logos,17,Occlusion_10,Occlusion,10,colorHash,4,4.0,92.85714285714286
logos,17,Occlusion_10,Occlusion,10,colorHash,5,3.0,95.71428571428571
logos,17,Occlusion_10,Occlusion,10,colorHash,6,6.0,92.85714285714286
logos,17,Occlusion_25,Occlusion,25,colorHash,2,2.0,92.85714285714286
logos,17,Occlusion_25,Occlusion,25,colorHash,3,1.0,97.61904761904762
logos,17,Occlusion_25,Occlusion,25,colorHash,4,3.0,94.64285714285714
logos,17,Occlusion_25,Occlusion,25,colorHash,5,6.0,91.42857142857143
logos,17,Occlusion_25,Occlusion,25,colorHash,6,8.0,90.47619047619048
logos,17,Occlusion_50,Occlusion,50,colorHash,2,4.0,85.71428571428572
logos,17,Occlusion_50,Occlusion,50,colorHash,3,6.0,85.71428571428572
logos,17,Occlusion_50,Occlusion,50,colorHash,4,8.0,85.71428571428572
logos,17,Occlusion_50,Occlusion,50,colorHash,5,12.0,82.85714285714286
logos,17,Occlusion_50,Occlusion,50,colorHash,6,14.0,83.33333333333334
logos,17,Occlusion_75,Occlusion,75,colorHash,2,6.0,78.57142857142857
logos,17,Occlusion_75,Occlusion,75,colorHash,3,7.0,83.33333333333334
logos,17,Occlusion_75,Occlusion,75,colorHash,4,10.0,82.14285714285714
logos,17,Occlusion_75,Occlusion,75,colorHash,5,13.0,81.42857142857143
logos,17,Occlusion_75,Occlusion,75,colorHash,6,16.0,80.95238095238095
logos,18,Original,Original,0,colorHash,2,0.0,100.0
logos,18,Original,Original,0,colorHash,3,0.0,100.0
logos,18,Original,Original,0,colorHash,4,0.0,100.0
logos,18,Original,Original,0,colorHash,5,0.0,100.0
logos,18,Original,Original,0,colorHash,6,0.0,100.0
logos,18,Compression_90,Compression,90,colorHash,2,0.0,100.0
logos,18,Compression_90,Compression,90,colorHash,3,0.0,100.0
logos,18,Compression_90,Compression,90,colorHash,4,0.0,100.0
logos,18,Compression_90,Compression,90,colorHash,5,0.0,100.0
logos,18,Compression_90,Compression,90,colorHash,6,1.0,98.80952380952381
logos,18,Compression_75,Compression,75,colorHash,2,0.0,100.0
logos,18,Compression_75,Compression,75,colorHash,3,0.0,100.0
logos,18,Compression_75,Compression,75,colorHash,4,0.0,100.0
logos,18,Compression_75,Compression,75,colorHash,5,0.0,100.0
logos,18,Compression_75,Compression,75,colorHash,6,1.0,98.80952380952381
logos,18,Compression_50,Compression,50,colorHash,2,0.0,100.0
logos,18,Compression_50,Compression,50,colorHash,3,0.0,100.0
logos,18,Compression_50,Compression,50,colorHash,4,1.0,98.21428571428571
logos,18,Compression_50,Compression,50,colorHash,5,1.0,98.57142857142857
logos,18,Compression_50,Compression,50,colorHash,6,0.0,100.0
logos,18,Compression_25,Compression,25,colorHash,2,0.0,100.0
logos,18,Compression_25,Compression,25,colorHash,3,0.0,100.0
logos,18,Compression_25,Compression,25,colorHash,4,1.0,98.21428571428571
logos,18,Compression_25,Compression,25,colorHash,5,3.0,95.71428571428571
logos,18,Compression_25,Compression,25,colorHash,6,3.0,96.42857142857143
logos,18,Compression_10,Compression,10,colorHash,2,0.0,100.0
logos,18,Compression_10,Compression,10,colorHash,3,0.0,100.0
logos,18,Compression_10,Compression,10,colorHash,4,2.0,96.42857142857143
logos,18,Compression_10,Compression,10,colorHash,5,3.0,95.71428571428571
logos,18,Compression_10,Compression,10,colorHash,6,3.0,96.42857142857143
logos,18,Resize_50,Resize,50,colorHash,2,0.0,100.0
logos,18,Resize_50,Resize,50,colorHash,3,0.0,100.0
logos,18,Resize_50,Resize,50,colorHash,4,0.0,100.0
logos,18,Resize_50,Resize,50,colorHash,5,0.0,100.0
logos,18,Resize_50,Resize,50,colorHash,6,1.0,98.80952380952381
logos,18,Resize_75,Resize,75,colorHash,2,0.0,100.0
logos,18,Resize_75,Resize,75,colorHash,3,0.0,100.0
logos,18,Resize_75,Resize,75,colorHash,4,1.0,98.21428571428571
logos,18,Resize_75,Resize,75,colorHash,5,1.0,98.57142857142857
logos,18,Resize_75,Resize,75,colorHash,6,0.0,100.0
logos,18,Resize_90,Resize,90,colorHash,2,0.0,100.0
logos,18,Resize_90,Resize,90,colorHash,3,0.0,100.0
logos,18,Resize_90,Resize,90,colorHash,4,3.0,94.64285714285714
logos,18,Resize_90,Resize,90,colorHash,5,3.0,95.71428571428571
logos,18,Resize_90,Resize,90,colorHash,6,4.0,95.23809523809524
logos,18,Downscale_50,Downscale,50,colorHash,2,0.0,100.0
logos,18,Downscale_50,Downscale,50,colorHash,3,0.0,100.0
logos,18,Downscale_50,Downscale,50,colorHash,4,0.0,100.0
logos,18,Downscale_50,Downscale,50,colorHash,5,0.0,100.0
logos,18,Downscale_50,Downscale,50,colorHash,6,1.0,98.80952380952381
logos,18,Downscale_75,Downscale,75,colorHash,2,0.0,100.0
logos,18,Downscale_75,Downscale,75,colorHash,3,0.0,100.0
logos,18,Downscale_75,Downscale,75,colorHash,4,1.0,98.21428571428571
logos,18,Downscale_75,Downscale,75,colorHash,5,3.0,95.71428571428571
logos,18,Downscale_75,Downscale,75,colorHash,6,4.0,95.23809523809524
logos,18,Downscale_90,Downscale,90,colorHash,2,2.0,92.85714285714286
logos,18,Downscale_90,Downscale,90,colorHash,3,3.0,92.85714285714286
logos,18,Downscale_90,Downscale,90,colorHash,4,2.0,96.42857142857143
logos,18,Downscale_90,Downscale,90,colorHash,5,4.0,94.28571428571429
